po_no,vendor_code,plant_code,po_date,material,qty,rate,amount
PO-2024-00117,VEND-0093,PLNT-15,2024-12-22,Citric Acid,2390,855.45,2044525.5
PO-2024-00118,VEND-0081,PLNT-14,2024-04-05,Housekeeping,4237,43.91,186046.67
PO-2024-00118,VEND-0081,PLNT-14,2024-04-05,Security Services,4940,804.1,3972254.0
PO-2024-00118,VEND-0081,PLNT-14,2024-04-05,Consulting,2275,676.66,1539401.5
PO-2024-00118,VEND-0081,PLNT-14,2024-04-05,Security Services,1424,482.02,686396.48
PO-2024-00119,VEND-0031,PLNT-14,2024-04-03,Mint Flavour,3586,666.75,2390965.5
PO-2024-00119,VEND-0031,PLNT-14,2024-04-03,Permitted Colour,1863,367.6,684838.8
PO-2024-00119,VEND-0031,PLNT-14,2024-04-03,Permitted Colour,4476,650.05,2909623.8
PO-2024-00119,VEND-0031,PLNT-14,2024-04-03,Cardamom Oil,2831,461.97,1307837.07
PO-2024-00120,VEND-0079,PLNT-02,2024-08-14,Milk Solids,1744,372.08,648907.52
PO-2024-00120,VEND-0079,PLNT-02,2024-08-14,Menthol Crystals,2348,120.22,282276.56
PO-2024-00121,VEND-0098,PLNT-13,2024-06-24,Mint Flavour,3678,25.63,94267.14
PO-2024-00121,VEND-0098,PLNT-13,2024-06-24,Cocoa Mass,3331,299.28,996901.68
PO-2024-00121,VEND-0098,PLNT-13,2024-06-24,Permitted Colour,4034,702.11,2832311.74
PO-2024-00122,VEND-0079,PLNT-09,2025-02-09,Milk Solids,902,253.44,228602.88
PO-2024-00122,VEND-0079,PLNT-09,2025-02-09,Edible Starch,690,131.68,90859.2
PO-2024-00122,VEND-0079,PLNT-09,2025-02-09,Edible Starch,1438,609.87,876993.06
PO-2024-00123,VEND-0089,PLNT-14,2025-02-04,Consulting,2752,858.01,2361243.52
PO-2024-00123,VEND-0089,PLNT-14,2025-02-04,Housekeeping,3521,552.17,1944190.57
PO-2024-00123,VEND-0089,PLNT-14,2025-02-04,Consulting,3740,565.93,2116578.2
PO-2024-00124,VEND-0045,PLNT-04,2025-01-22,Glucose Syrup,2229,28.72,64016.88
PO-2024-00124,VEND-0045,PLNT-04,2025-01-22,Refined Sugar,3442,364.85,1255813.7
PO-2024-00125,VEND-0069,PLNT-15,2024-11-25,Glucose Syrup,4682,769.75,3603969.5
PO-2024-00126,VEND-0058,PLNT-07,2024-10-21,Security Services,3179,306.03,972869.37
PO-2024-00126,VEND-0058,PLNT-07,2024-10-21,Security Services,4055,822.1,3333615.5
PO-2024-00127,VEND-0077,PLNT-12,2024-06-19,Primary Freight,153,690.08,105582.24
PO-2024-00127,VEND-0077,PLNT-12,2024-06-19,Secondary Freight,3737,688.23,2571915.51
PO-2024-00127,VEND-0077,PLNT-12,2024-06-19,Secondary Freight,570,415.16,236641.2
PO-2024-00127,VEND-0077,PLNT-12,2024-06-19,Warehousing,2429,222.28,539918.12
PO-2024-00128,VEND-0053,PLNT-07,2024-06-05,Wrapper Film,2950,373.7,1102415.0
PO-2024-00128,VEND-0053,PLNT-07,2024-06-05,PET Bottle 500ml,1467,735.92,1079594.64
PO-2024-00129,VEND-0053,PLNT-14,2024-11-04,Corrugated Box,243,719.38,174809.34
PO-2024-00130,VEND-0031,PLNT-04,2024-05-06,Citric Acid,3044,355.94,1083481.36
PO-2024-00130,VEND-0031,PLNT-04,2024-05-06,Citric Acid,622,898.76,559028.72
PO-2024-00130,VEND-0031,PLNT-04,2024-05-06,Citric Acid,1468,145.34,213359.12
PO-2024-00130,VEND-0031,PLNT-04,2024-05-06,Cocoa Mass,1003,385.14,386295.42
PO-2024-00131,VEND-0118,PLNT-04,2025-05-18,Cold-Chain Haulage,394,131.09,51649.46
PO-2024-00131,VEND-0118,PLNT-04,2025-05-18,Cold-Chain Haulage,2963,249.4,738972.2
PO-2024-00131,VEND-0118,PLNT-04,2025-05-18,Cold-Chain Haulage,3964,797.29,3160457.56
PO-2024-00132,VEND-0028,PLNT-09,2024-03-01,Permitted Colour,922,385.76,355670.72
PO-2024-00132,VEND-0028,PLNT-09,2024-03-01,Mint Flavour,2556,454.68,1162162.08
PO-2024-00132,VEND-0028,PLNT-09,2024-03-01,Mint Flavour,2783,620.06,1725626.98
PO-2024-00133,VEND-0001,PLNT-09,2025-06-19,Menthol Crystals,2606,92.92,242149.52
PO-2024-00134,VEND-0044,PLNT-01,2025-06-11,Mint Flavour,2332,386.9,902250.8
PO-2024-00134,VEND-0044,PLNT-01,2025-06-11,Mint Flavour,1089,607.66,661741.74
PO-2024-00135,VEND-0015,PLNT-11,2024-06-23,Citric Acid,4535,379.67,1721803.45
PO-2024-00135,VEND-0015,PLNT-11,2024-06-23,Citric Acid,4115,294.82,1213184.3
PO-2024-00135,VEND-0015,PLNT-11,2024-06-23,Citric Acid,1214,722.84,877527.76
PO-2024-00135,VEND-0015,PLNT-11,2024-06-23,Permitted Colour,3756,446.2,1675927.2
PO-2024-00136,VEND-0030,PLNT-03,2024-03-18,Milk Solids,525,144.94,76093.5
PO-2024-00136,VEND-0030,PLNT-03,2024-03-18,Glucose Syrup,1573,68.23,107325.79
PO-2024-00136,VEND-0030,PLNT-03,2024-03-18,Menthol Crystals,2692,55.1,148329.2
PO-2024-00136,VEND-0030,PLNT-03,2024-03-18,Edible Starch,1172,397.19,465506.68
PO-2024-00137,VEND-0008,PLNT-01,2024-02-23,Mono Carton,3746,157.86,591343.56
PO-2024-00137,VEND-0008,PLNT-01,2024-02-23,Shrink Sleeve,4124,139.0,573236.0
PO-2024-00137,VEND-0008,PLNT-01,2024-02-23,PET Bottle 500ml,372,742.23,276109.56
PO-2024-00138,VEND-0049,PLNT-03,2024-09-02,Warehousing,2145,666.12,1428827.4
PO-2024-00139,VEND-0018,PLNT-10,2024-06-25,Cold-Chain Haulage,2717,422.49,1147905.33
PO-2024-00139,VEND-0018,PLNT-10,2024-06-25,Primary Freight,3763,336.17,1265007.71
PO-2024-00139,VEND-0018,PLNT-10,2024-06-25,Secondary Freight,2087,193.87,404606.69
PO-2024-00140,VEND-0048,PLNT-10,2025-06-03,Permitted Colour,1719,164.41,282620.79
PO-2024-00141,VEND-0081,PLNT-08,2024-02-03,Housekeeping,4275,590.96,2526354.0
PO-2024-00141,VEND-0081,PLNT-08,2024-02-03,AMC-Machinery,729,408.27,297628.83
PO-2024-00141,VEND-0081,PLNT-08,2024-02-03,Security Services,4593,788.58,3621947.94
PO-2024-00141,VEND-0081,PLNT-08,2024-02-03,AMC-Machinery,1994,878.23,1751190.62
PO-2024-00142,VEND-0072,PLNT-03,2024-04-13,Cold-Chain Haulage,3297,265.86,876540.42
PO-2024-00142,VEND-0072,PLNT-03,2024-04-13,Cold-Chain Haulage,1296,513.25,665172.0
PO-2024-00143,VEND-0085,PLNT-03,2024-07-26,PET Bottle 500ml,2347,52.12,122325.64
PO-2024-00143,VEND-0085,PLNT-03,2024-07-26,PET Bottle 500ml,181,544.59,98570.79
PO-2024-00143,VEND-0085,PLNT-03,2024-07-26,Shrink Sleeve,1891,240.08,453991.28
PO-2024-00144,VEND-0103,PLNT-12,2024-05-19,IT AMC,1775,351.75,624356.25
PO-2024-00144,VEND-0103,PLNT-12,2024-05-19,AMC-Machinery,2828,249.46,705472.88
PO-2024-00144,VEND-0103,PLNT-12,2024-05-19,AMC-Machinery,704,288.76,203287.04
PO-2024-00144,VEND-0103,PLNT-12,2024-05-19,IT AMC,2633,511.17,1345910.61
PO-2024-00145,VEND-0085,PLNT-13,2024-07-14,Wrapper Film,3010,584.49,1759314.9
PO-2024-00146,VEND-0084,PLNT-10,2025-03-29,Corrugated Box,4158,842.5,3503115.0
PO-2024-00146,VEND-0084,PLNT-10,2025-03-29,Mono Carton,2406,61.06,146910.36
PO-2024-00147,VEND-0119,PLNT-10,2024-11-12,IT AMC,3413,198.97,679084.61
PO-2024-00147,VEND-0119,PLNT-10,2024-11-12,Housekeeping,4467,192.63,860478.21
PO-2024-00148,VEND-0004,PLNT-01,2024-10-08,Mint Flavour,3275,293.79,962162.25
PO-2024-00149,VEND-0046,PLNT-06,2024-01-30,Primary Freight,1360,552.55,751468.0
PO-2024-00149,VEND-0046,PLNT-06,2024-01-30,Cold-Chain Haulage,2122,800.42,1698491.24
PO-2024-00150,VEND-0003,PLNT-10,2025-01-12,Shrink Sleeve,301,560.66,168758.66
PO-2024-00151,VEND-0063,PLNT-08,2024-04-17,Citric Acid,561,477.25,267737.25
PO-2024-00151,VEND-0063,PLNT-08,2024-04-17,Citric Acid,4108,897.04,3685040.32
PO-2024-00151,VEND-0063,PLNT-08,2024-04-17,Cocoa Mass,2240,365.93,819683.2
PO-2024-00151,VEND-0063,PLNT-08,2024-04-17,Mint Flavour,268,296.95,79582.6
PO-2024-00152,VEND-0106,PLNT-12,2024-11-07,Mint Flavour,893,880.94,786679.42
PO-2024-00152,VEND-0106,PLNT-12,2024-11-07,Cocoa Mass,1663,448.36,745622.68
PO-2024-00152,VEND-0106,PLNT-12,2024-11-07,Cardamom Oil,2518,874.03,2200807.54
PO-2024-00152,VEND-0106,PLNT-12,2024-11-07,Permitted Colour,4784,362.59,1734630.56
PO-2024-00153,VEND-0082,PLNT-02,2024-09-10,Cold-Chain Haulage,1123,100.13,112445.99
PO-2024-00153,VEND-0082,PLNT-02,2024-09-10,Primary Freight,1006,780.6,785283.6
PO-2024-00154,VEND-0040,PLNT-03,2024-07-12,Primary Freight,2186,572.77,1252075.22
PO-2024-00154,VEND-0040,PLNT-03,2024-07-12,Secondary Freight,1926,840.04,1617917.04
PO-2024-00155,VEND-0103,PLNT-14,2025-02-21,Consulting,4848,419.94,2035869.12
PO-2024-00155,VEND-0103,PLNT-14,2025-02-21,IT AMC,2861,595.61,1704040.21
PO-2024-00156,VEND-0105,PLNT-13,2024-06-22,Housekeeping,1924,92.42,177816.08
PO-2024-00157,VEND-0100,PLNT-14,2025-01-25,Cocoa Mass,1111,509.9,566498.9
PO-2024-00157,VEND-0100,PLNT-14,2025-01-25,Cocoa Mass,3802,237.62,903431.24
PO-2024-00157,VEND-0100,PLNT-14,2025-01-25,Cardamom Oil,3789,745.5,2824699.5
PO-2024-00157,VEND-0100,PLNT-14,2025-01-25,Cocoa Mass,4854,540.88,2625431.52
PO-2024-00158,VEND-0042,PLNT-03,2025-06-19,Refined Sugar,4243,832.12,3530685.16
PO-2024-00158,VEND-0042,PLNT-03,2025-06-19,Edible Starch,1992,524.45,1044704.4
PO-2024-00158,VEND-0042,PLNT-03,2025-06-19,Refined Sugar,4895,42.38,207450.1
PO-2024-00158,VEND-0042,PLNT-03,2025-06-19,Edible Starch,72,614.93,44274.96
PO-2024-00159,VEND-0021,PLNT-14,2024-01-15,Menthol Crystals,4268,450.8,1924014.4
PO-2024-00160,VEND-0053,PLNT-08,2024-01-03,Mono Carton,1687,791.86,1335867.82
PO-2024-00160,VEND-0053,PLNT-08,2024-01-03,Wrapper Film,4942,512.05,2530551.1
PO-2024-00160,VEND-0053,PLNT-08,2024-01-03,Wrapper Film,1896,249.14,472369.44
PO-2024-00160,VEND-0053,PLNT-08,2024-01-03,PET Bottle 500ml,3376,699.22,2360566.72
PO-2024-00161,VEND-0082,PLNT-10,2024-04-26,Cold-Chain Haulage,429,771.23,330857.67
PO-2024-00161,VEND-0082,PLNT-10,2024-04-26,Secondary Freight,4819,175.35,845011.65
PO-2024-00161,VEND-0082,PLNT-10,2024-04-26,Secondary Freight,4658,791.31,3685921.98
PO-2024-00161,VEND-0082,PLNT-10,2024-04-26,Secondary Freight,2991,342.02,1022981.82
PO-2024-00162,VEND-0087,PLNT-05,2025-03-13,Cardamom Oil,2843,884.07,2513411.01
PO-2024-00163,VEND-0037,PLNT-15,2024-08-17,Citric Acid,2117,113.61,240512.37
PO-2024-00164,VEND-0120,PLNT-02,2025-03-28,Corrugated Box,1553,787.91,1223624.23
PO-2024-00164,VEND-0120,PLNT-02,2025-03-28,Corrugated Box,377,472.25,178038.25
PO-2024-00164,VEND-0120,PLNT-02,2025-03-28,Shrink Sleeve,168,421.6,70828.8
PO-2024-00165,VEND-0108,PLNT-10,2024-03-29,Permitted Colour,1914,559.89,1071629.46
PO-2024-00166,VEND-0046,PLNT-08,2024-10-09,Cold-Chain Haulage,741,176.12,130504.92
PO-2024-00166,VEND-0046,PLNT-08,2024-10-09,Cold-Chain Haulage,2486,94.35,234554.1
PO-2024-00167,VEND-0065,PLNT-09,2024-04-17,Milk Solids,2103,80.02,168282.06
PO-2024-00167,VEND-0065,PLNT-09,2024-04-17,Refined Sugar,4873,589.29,2871610.17
PO-2024-00167,VEND-0065,PLNT-09,2024-04-17,Milk Solids,4954,573.74,2842307.96
PO-2024-00167,VEND-0065,PLNT-09,2024-04-17,Milk Solids,4363,390.69,1704580.47
PO-2024-00168,VEND-0002,PLNT-10,2024-01-20,Cocoa Mass,4968,863.17,4288228.56
PO-2024-00168,VEND-0002,PLNT-10,2024-01-20,Cocoa Mass,3320,637.57,2116732.4
PO-2024-00169,VEND-0076,PLNT-07,2024-10-08,Primary Freight,1589,755.03,1199742.67
PO-2024-00170,VEND-0051,PLNT-06,2024-06-01,Permitted Colour,4687,485.13,2273804.31
PO-2024-00170,VEND-0051,PLNT-06,2024-06-01,Mint Flavour,821,824.84,677193.64
PO-2024-00170,VEND-0051,PLNT-06,2024-06-01,Cocoa Mass,4362,362.33,1580483.46
PO-2024-00170,VEND-0051,PLNT-06,2024-06-01,Citric Acid,2858,404.95,1157347.1
PO-2024-00171,VEND-0097,PLNT-05,2025-06-07,Primary Freight,987,263.15,259729.05
PO-2024-00171,VEND-0097,PLNT-05,2025-06-07,Cold-Chain Haulage,1029,92.1,94770.9
PO-2024-00171,VEND-0097,PLNT-05,2025-06-07,Cold-Chain Haulage,4823,781.63,3769801.49
PO-2024-00171,VEND-0097,PLNT-05,2025-06-07,Primary Freight,681,748.38,509646.78
PO-2024-00172,VEND-0055,PLNT-10,2024-11-30,Housekeeping,3150,717.84,2261196.0
PO-2024-00172,VEND-0055,PLNT-10,2024-11-30,Consulting,678,494.74,335433.72
PO-2024-00172,VEND-0055,PLNT-10,2024-11-30,Consulting,1970,809.84,1595384.8
PO-2024-00172,VEND-0055,PLNT-10,2024-11-30,Consulting,2740,874.85,2397089.0
PO-2024-00173,VEND-0050,PLNT-07,2024-09-03,Warehousing,1435,357.22,512610.7
PO-2024-00173,VEND-0050,PLNT-07,2024-09-03,Primary Freight,1839,88.06,161942.34
PO-2024-00174,VEND-0067,PLNT-13,2025-02-25,Consulting,4656,554.1,2579889.6
PO-2024-00175,VEND-0007,PLNT-07,2024-04-21,Security Services,1132,468.05,529832.6
PO-2024-00175,VEND-0007,PLNT-07,2024-04-21,Consulting,3338,879.66,2936305.08
PO-2024-00175,VEND-0007,PLNT-07,2024-04-21,IT AMC,4684,218.83,1024999.72
PO-2024-00175,VEND-0007,PLNT-07,2024-04-21,Consulting,2836,145.01,411248.36
PO-2024-00176,VEND-0044,PLNT-15,2024-03-21,Citric Acid,1853,487.2,902781.6
PO-2024-00176,VEND-0044,PLNT-15,2024-03-21,Mint Flavour,4566,566.38,2586091.08
PO-2024-00176,VEND-0044,PLNT-15,2024-03-21,Cocoa Mass,3992,722.12,2882703.04
PO-2024-00177,VEND-0089,PLNT-01,2024-12-18,Housekeeping,681,88.8,60472.8
PO-2024-00177,VEND-0089,PLNT-01,2024-12-18,Consulting,1772,209.53,371287.16
PO-2024-00177,VEND-0089,PLNT-01,2024-12-18,AMC-Machinery,2065,851.56,1758471.4
PO-2024-00177,VEND-0089,PLNT-01,2024-12-18,Housekeeping,2217,345.45,765862.65
PO-2024-00178,VEND-0025,PLNT-14,2024-10-18,Milk Solids,1637,590.65,966894.05
PO-2024-00178,VEND-0025,PLNT-14,2024-10-18,Milk Solids,912,395.81,360978.72
PO-2024-00178,VEND-0025,PLNT-14,2024-10-18,Edible Starch,3380,211.95,716391.0
PO-2024-00179,VEND-0074,PLNT-14,2025-01-21,Secondary Freight,4119,451.9,1861376.1
PO-2024-00180,VEND-0100,PLNT-14,2024-01-17,Cocoa Mass,1420,441.76,627299.2
PO-2024-00180,VEND-0100,PLNT-14,2024-01-17,Cocoa Mass,4974,434.33,2160357.42
PO-2024-00181,VEND-0092,PLNT-15,2024-02-06,Warehousing,1178,576.75,679411.5
PO-2024-00182,VEND-0109,PLNT-09,2025-06-13,Edible Starch,4488,432.2,1939713.6
PO-2024-00182,VEND-0109,PLNT-09,2025-06-13,Refined Sugar,3600,741.41,2669076.0
PO-2024-00183,VEND-0020,PLNT-04,2025-02-07,Mono Carton,2307,771.76,1780450.32
PO-2024-00183,VEND-0020,PLNT-04,2025-02-07,PET Bottle 500ml,3207,570.91,1830908.37
PO-2024-00184,VEND-0025,PLNT-04,2024-12-23,Refined Sugar,4804,338.85,1627835.4
PO-2024-00184,VEND-0025,PLNT-04,2024-12-23,Edible Starch,3015,732.41,2208216.15
PO-2024-00184,VEND-0025,PLNT-04,2024-12-23,Milk Solids,2154,459.14,988987.56
PO-2024-00184,VEND-0025,PLNT-04,2024-12-23,Glucose Syrup,275,418.06,114966.5
PO-2024-00185,VEND-0031,PLNT-11,2024-11-18,Permitted Colour,1964,567.13,1113843.32
PO-2024-00186,VEND-0076,PLNT-03,2024-05-01,Cold-Chain Haulage,2837,860.79,2442061.23
PO-2024-00186,VEND-0076,PLNT-03,2024-05-01,Primary Freight,598,145.75,87158.5
PO-2024-00187,VEND-0066,PLNT-08,2024-06-06,Menthol Crystals,4419,686.41,3033245.79
PO-2024-00188,VEND-0025,PLNT-02,2024-04-04,Glucose Syrup,2418,139.5,337311.0
PO-2024-00188,VEND-0025,PLNT-02,2024-04-04,Milk Solids,1975,283.03,558984.25
PO-2024-00188,VEND-0025,PLNT-02,2024-04-04,Menthol Crystals,1403,121.53,170506.59
PO-2024-00188,VEND-0025,PLNT-02,2024-04-04,Edible Starch,3550,636.89,2260959.5
PO-2024-00189,VEND-0092,PLNT-04,2024-08-16,Cold-Chain Haulage,2928,735.05,2152226.4
PO-2024-00189,VEND-0092,PLNT-04,2024-08-16,Warehousing,3752,407.83,1530178.16
PO-2024-00189,VEND-0092,PLNT-04,2024-08-16,Cold-Chain Haulage,2224,222.75,495396.0
PO-2024-00189,VEND-0092,PLNT-04,2024-08-16,Secondary Freight,4111,329.84,1355972.24
PO-2024-00190,VEND-0048,PLNT-08,2024-07-04,Permitted Colour,4553,287.95,1311036.35
PO-2024-00191,VEND-0119,PLNT-10,2024-03-11,IT AMC,1549,337.39,522617.11
PO-2024-00191,VEND-0119,PLNT-10,2024-03-11,Consulting,4508,688.73,3104794.84
PO-2024-00191,VEND-0119,PLNT-10,2024-03-11,Security Services,1218,837.56,1020148.08
PO-2024-00192,VEND-0029,PLNT-04,2024-12-13,Glucose Syrup,4994,555.26,2772968.44
PO-2024-00192,VEND-0029,PLNT-04,2024-12-13,Glucose Syrup,2233,818.48,1827665.84
PO-2024-00192,VEND-0029,PLNT-04,2024-12-13,Menthol Crystals,4454,713.97,3180022.38
PO-2024-00193,VEND-0026,PLNT-15,2024-02-13,Cocoa Mass,2412,448.93,1082819.16
PO-2024-00193,VEND-0026,PLNT-15,2024-02-13,Citric Acid,2485,514.81,1279302.85
PO-2024-00193,VEND-0026,PLNT-15,2024-02-13,Cardamom Oil,2066,500.53,1034094.98
PO-2024-00194,VEND-0019,PLNT-15,2024-02-28,Cardamom Oil,3975,764.27,3037973.25
PO-2024-00195,VEND-0015,PLNT-10,2025-04-16,Mint Flavour,1606,366.28,588245.68
PO-2024-00196,VEND-0074,PLNT-11,2024-11-23,Primary Freight,1755,504.85,886011.75
PO-2024-00196,VEND-0074,PLNT-11,2024-11-23,Primary Freight,3092,159.46,493050.32
PO-2024-00197,VEND-0094,PLNT-08,2025-02-07,Security Services,3839,752.04,2887081.56
PO-2024-00197,VEND-0094,PLNT-08,2025-02-07,Consulting,2044,615.75,1258593.0
PO-2024-00197,VEND-0094,PLNT-08,2025-02-07,AMC-Machinery,3371,164.51,554563.21
PO-2024-00197,VEND-0094,PLNT-08,2025-02-07,Consulting,1000,732.29,732290.0
PO-2024-00198,VEND-0036,PLNT-09,2025-05-08,Wrapper Film,3404,734.51,2500272.04
PO-2024-00198,VEND-0036,PLNT-09,2025-05-08,Wrapper Film,2130,254.38,541829.4
PO-2024-00199,VEND-0009,PLNT-08,2024-10-30,Consulting,4930,233.71,1152190.3
PO-2024-00199,VEND-0009,PLNT-08,2024-10-30,AMC-Machinery,2190,700.01,1533021.9
PO-2024-00200,VEND-0003,PLNT-03,2025-02-02,Shrink Sleeve,3399,517.48,1758914.52
PO-2024-00201,VEND-0036,PLNT-05,2025-04-21,Shrink Sleeve,4492,730.47,3281271.24
PO-2024-00202,VEND-0062,PLNT-12,2024-03-16,AMC-Machinery,823,176.44,145210.12
PO-2024-00202,VEND-0062,PLNT-12,2024-03-16,IT AMC,1889,182.38,344515.82
PO-2024-00202,VEND-0062,PLNT-12,2024-03-16,Consulting,2843,435.64,1238524.52
PO-2024-00203,VEND-0016,PLNT-15,2024-10-11,IT AMC,714,375.36,268007.04
PO-2024-00203,VEND-0016,PLNT-15,2024-10-11,AMC-Machinery,4915,367.79,1807687.85
PO-2024-00203,VEND-0016,PLNT-15,2024-10-11,Consulting,1253,227.32,284831.96
PO-2024-00204,VEND-0009,PLNT-05,2024-02-16,Security Services,2099,186.9,392303.1
PO-2024-00205,VEND-0048,PLNT-15,2024-08-05,Cardamom Oil,1001,817.58,818397.58
PO-2024-00205,VEND-0048,PLNT-15,2024-08-05,Cocoa Mass,3990,724.03,2888879.7
PO-2024-00206,VEND-0073,PLNT-05,2024-05-28,Corrugated Box,718,849.87,610206.66
PO-2024-00206,VEND-0073,PLNT-05,2024-05-28,Shrink Sleeve,2591,208.42,540016.22
PO-2024-00207,VEND-0091,PLNT-03,2024-05-18,Mono Carton,3943,706.35,2785138.05
PO-2024-00208,VEND-0050,PLNT-06,2024-07-31,Warehousing,1278,211.07,269747.46
PO-2024-00208,VEND-0050,PLNT-06,2024-07-31,Secondary Freight,4249,53.08,225536.92
PO-2024-00208,VEND-0050,PLNT-06,2024-07-31,Secondary Freight,4298,280.77,1206749.46
PO-2024-00208,VEND-0050,PLNT-06,2024-07-31,Secondary Freight,4343,560.07,2432384.01
PO-2024-00209,VEND-0013,PLNT-09,2024-03-10,Housekeeping,4695,657.71,3087948.45
PO-2024-00210,VEND-0098,PLNT-07,2025-04-18,Citric Acid,3736,739.89,2764229.04
PO-2024-00210,VEND-0098,PLNT-07,2025-04-18,Cocoa Mass,848,264.77,224524.96
PO-2024-00210,VEND-0098,PLNT-07,2025-04-18,Permitted Colour,3759,113.12,425218.08
PO-2024-00210,VEND-0098,PLNT-07,2025-04-18,Mint Flavour,4934,456.56,2252667.04
PO-2024-00211,VEND-0081,PLNT-15,2024-09-29,Consulting,4169,822.53,3429127.57
PO-2024-00211,VEND-0081,PLNT-15,2024-09-29,Housekeeping,3945,228.08,899775.6
PO-2024-00212,VEND-0026,PLNT-13,2025-01-01,Mint Flavour,983,717.35,705155.05
PO-2024-00212,VEND-0026,PLNT-13,2025-01-01,Cardamom Oil,2296,651.88,1496716.48
PO-2024-00212,VEND-0026,PLNT-13,2025-01-01,Cocoa Mass,4805,826.73,3972437.65
PO-2024-00212,VEND-0026,PLNT-13,2025-01-01,Citric Acid,825,322.03,265674.75
PO-2024-00213,VEND-0061,PLNT-10,2024-12-22,Cardamom Oil,1149,375.84,431840.16
PO-2024-00213,VEND-0061,PLNT-10,2024-12-22,Citric Acid,514,788.98,405535.72
PO-2024-00213,VEND-0061,PLNT-10,2024-12-22,Mint Flavour,531,710.71,377387.01
PO-2024-00213,VEND-0061,PLNT-10,2024-12-22,Cardamom Oil,1456,349.44,508784.64
PO-2024-00214,VEND-0052,PLNT-10,2025-04-22,Security Services,3862,308.48,1191349.76
PO-2024-00215,VEND-0020,PLNT-12,2024-12-21,Shrink Sleeve,171,204.38,34948.98
PO-2024-00215,VEND-0020,PLNT-12,2024-12-21,PET Bottle 500ml,4593,510.66,2345461.38
PO-2024-00215,VEND-0020,PLNT-12,2024-12-21,Shrink Sleeve,3573,450.08,1608135.84
PO-2024-00215,VEND-0020,PLNT-12,2024-12-21,Corrugated Box,2398,318.66,764146.68
PO-2024-00216,VEND-0026,PLNT-03,2025-02-09,Cardamom Oil,2111,53.39,112706.29
PO-2024-00216,VEND-0026,PLNT-03,2025-02-09,Citric Acid,4728,676.74,3199626.72
PO-2024-00217,VEND-0097,PLNT-03,2025-04-12,Cold-Chain Haulage,4434,200.6,889460.4
PO-2024-00217,VEND-0097,PLNT-03,2025-04-12,Secondary Freight,2760,703.11,1940583.6
PO-2024-00217,VEND-0097,PLNT-03,2025-04-12,Primary Freight,2679,227.16,608561.64
PO-2024-00218,VEND-0009,PLNT-10,2024-01-15,Housekeeping,3564,574.92,2049014.88
PO-2024-00218,VEND-0009,PLNT-10,2024-01-15,Security Services,1889,482.2,910875.8
PO-2024-00219,VEND-0087,PLNT-08,2024-03-07,Cardamom Oil,1586,800.15,1269037.9
PO-2024-00219,VEND-0087,PLNT-08,2024-03-07,Mint Flavour,1047,732.08,766487.76
PO-2024-00219,VEND-0087,PLNT-08,2024-03-07,Cocoa Mass,337,524.12,176628.44
PO-2024-00220,VEND-0062,PLNT-03,2024-05-22,AMC-Machinery,3406,304.29,1036411.74
PO-2024-00220,VEND-0062,PLNT-03,2024-05-22,IT AMC,4613,158.87,732867.31
PO-2024-00220,VEND-0062,PLNT-03,2024-05-22,IT AMC,1490,88.28,131537.2
PO-2024-00220,VEND-0062,PLNT-03,2024-05-22,Consulting,1098,115.14,126423.72
PO-2024-00221,VEND-0017,PLNT-09,2025-06-18,Mint Flavour,706,745.91,526612.46
PO-2024-00222,VEND-0039,PLNT-09,2025-02-22,Wrapper Film,4416,577.51,2550284.16
PO-2024-00222,VEND-0039,PLNT-09,2025-02-22,Wrapper Film,2227,643.77,1433675.79
PO-2024-00223,VEND-0087,PLNT-04,2025-01-15,Permitted Colour,387,718.54,278074.98
PO-2024-00223,VEND-0087,PLNT-04,2025-01-15,Permitted Colour,890,240.55,214089.5
PO-2024-00224,VEND-0027,PLNT-04,2024-05-13,Primary Freight,1684,619.96,1044012.64
PO-2024-00224,VEND-0027,PLNT-04,2024-05-13,Cold-Chain Haulage,3246,77.35,251078.1
PO-2024-00224,VEND-0027,PLNT-04,2024-05-13,Secondary Freight,4289,690.4,2961125.6
PO-2024-00225,VEND-0094,PLNT-04,2024-04-26,Housekeeping,4553,271.16,1234591.48
PO-2024-00225,VEND-0094,PLNT-04,2024-04-26,Housekeeping,4925,266.53,1312660.25
PO-2024-00225,VEND-0094,PLNT-04,2024-04-26,AMC-Machinery,2865,502.42,1439433.3
PO-2024-00226,VEND-0032,PLNT-12,2024-11-25,Edible Starch,718,626.64,449927.52
PO-2024-00226,VEND-0032,PLNT-12,2024-11-25,Milk Solids,3106,616.87,1915998.22
PO-2024-00226,VEND-0032,PLNT-12,2024-11-25,Refined Sugar,3390,74.07,251097.3
PO-2024-00226,VEND-0032,PLNT-12,2024-11-25,Refined Sugar,3768,372.86,1404936.48
PO-2024-00227,VEND-0040,PLNT-13,2024-04-30,Primary Freight,3727,219.46,817927.42
PO-2024-00227,VEND-0040,PLNT-13,2024-04-30,Secondary Freight,4234,494.85,2095194.9
PO-2024-00227,VEND-0040,PLNT-13,2024-04-30,Secondary Freight,4157,686.3,2852949.1
PO-2024-00227,VEND-0040,PLNT-13,2024-04-30,Cold-Chain Haulage,4806,453.28,2178463.68
PO-2024-00228,VEND-0110,PLNT-10,2025-01-24,PET Bottle 500ml,4796,544.98,2613724.08
