invoice_no,material,qty,rate,amount
INV/000213,Citric Acid,514,788.98,405535.72
INV/000213,Mint Flavour,531,710.71,377387.01
INV/000213,Cardamom Oil,1456,349.44,508784.64
INV/000214,Security Services,3862,308.48,1191349.76
INV/000215,Shrink Sleeve,171,204.38,34948.98
INV/000215,PET Bottle 500ml,4593,510.66,2345461.38
INV/000215,Shrink Sleeve,3573,450.08,1608135.84
INV/000215,Corrugated Box,2398,318.66,764146.68
INV/000216,Cardamom Oil,2111,53.39,112706.29
INV/000216,Citric Acid,4728,676.74,3199626.72
INV/000217,Cold-Chain Haulage,4434,200.6,889460.4
INV/000217,Secondary Freight,2760,703.11,1940583.6
INV/000217,Primary Freight,2679,227.16,608561.64
INV/000218,Housekeeping,3564,574.92,2049014.88
INV/000218,Security Services,1889,482.2,910875.8
INV/000219,Cardamom Oil,1586,800.15,1269037.9
INV/000219,Mint Flavour,1047,732.08,766487.76
INV/000219,Cocoa Mass,337,524.12,176628.44
INV/000220,AMC-Machinery,3406,304.29,1036411.74
INV/000220,IT AMC,4613,158.87,732867.31
INV/000220,IT AMC,1490,88.28,131537.2
INV/000220,Consulting,1098,115.14,126423.72
INV/000220-D,AMC-Machinery,3406,304.29,1036411.74
INV/000220-D,IT AMC,4613,158.87,732867.31
INV/000220-D,IT AMC,1490,88.28,131537.2
INV/000220-D,Consulting,1098,115.14,126423.72
INV/000221,Mint Flavour,706,745.91,526612.46
INV/000222,Wrapper Film,4416,577.51,2550284.16
INV/000222,Wrapper Film,2227,643.77,1433675.79
INV/000223,Permitted Colour,387,718.54,278074.98
INV/000223,Permitted Colour,890,240.55,214089.5
INV/000224,Primary Freight,1684,619.96,1044012.64
INV/000224,Cold-Chain Haulage,3246,77.35,251078.1
INV/000224,Secondary Freight,4289,690.4,2961125.6
INV/000225,Housekeeping,4553,271.16,1234591.48
INV/000225,Housekeeping,4925,266.53,1312660.25
INV/000225,AMC-Machinery,2865,502.42,1439433.3
INV/000226,Edible Starch,718,626.64,449927.52
INV/000226,Milk Solids,3106,616.87,1915998.22
INV/000226,Refined Sugar,3390,74.07,251097.3
INV/000226,Refined Sugar,3768,372.86,1404936.48
INV/000227,Primary Freight,3727,219.46,817927.42
INV/000227,Secondary Freight,4234,494.85,2095194.9
INV/000227,Secondary Freight,4157,686.3,2852949.1
INV/000227,Cold-Chain Haulage,4806,453.28,2178463.68
INV/000228,PET Bottle 500ml,4796,625.8,3001336.8
INV/000228,Corrugated Box,2666,764.6,2038423.6
INV/000229,Edible Starch,2368,866.28,2051351.04
INV/000229,Milk Solids,2589,169.35,438447.15
INV/000229,Menthol Crystals,2280,201.49,459397.2
INV/000230,Refined Sugar,3857,662.25,2554298.25
INV/000230,Edible Starch,3561,516.42,1838971.62
INV/000231,Mint Flavour,2038,299.0,609362.0
INV/000232,Permitted Colour,807,815.97,658487.79
INV/000232,Permitted Colour,1191,454.19,540940.29
INV/000232,Permitted Colour,824,765.96,631151.04
INV/000232,Permitted Colour,3792,898.96,3408856.32
INV/000233,Citric Acid,1351,527.54,712706.54
INV/000233,Citric Acid,3766,891.33,3356748.78
INV/000233,Mint Flavour,4967,477.88,2373629.96
INV/000234,IT AMC,1059,479.46,507748.14
INV/000234,Security Services,3357,278.46,934790.22
INV/000235,Refined Sugar,4600,720.22,3313012.0
INV/000235,Glucose Syrup,4535,248.06,1124952.1
INV/000235,Refined Sugar,236,496.18,117098.48
INV/000235,Glucose Syrup,1638,508.21,832447.98
INV/000236,Mint Flavour,3758,305.53,1148181.74
INV/000236,Permitted Colour,2149,121.49,261082.01
INV/000236,Cocoa Mass,1686,176.33,297292.38
INV/000237,PET Bottle 500ml,3808,502.15,1912187.2
INV/000238,Mono Carton,4464,65.93,294311.52
INV/000238,Wrapper Film,1411,57.0,80427.0
INV/000238,Shrink Sleeve,4619,27.38,126468.22
INV/000239,Milk Solids,1182,403.02,476369.64
INV/000239,Menthol Crystals,2251,72.04,162162.04
INV/000239,Menthol Crystals,2286,804.6,1839315.6
INV/000240,Milk Solids,1718,141.84,243681.12
INV/000240,Refined Sugar,2769,188.89,523036.41
INV/000240,Glucose Syrup,4050,654.54,2650887.0
INV/000240,Menthol Crystals,3316,542.69,1799560.04
INV/000241,Secondary Freight,2412,328.82,793113.84
INV/000241,Primary Freight,3715,49.0,182035.0
INV/000241,Cold-Chain Haulage,1160,322.17,373717.2
INV/000241,Cold-Chain Haulage,2436,24.45,59560.2
INV/000242,Shrink Sleeve,3176,730.98,2321592.48
INV/000242,Corrugated Box,3894,642.84,2503218.96
INV/000242,Shrink Sleeve,276,431.72,119154.72
INV/000243,Refined Sugar,4330,413.77,1791624.1
INV/000244,Secondary Freight,2858,187.6,536160.8
INV/000244,Cold-Chain Haulage,4632,837.18,3877817.76
INV/000244,Cold-Chain Haulage,2686,833.07,2237626.02
INV/000244,Primary Freight,138,857.12,118282.56
INV/000245,Housekeeping,4534,873.87,3962126.58
INV/000246,Citric Acid,3088,556.35,1718008.8
INV/000247,Warehousing,3711,74.92,278028.12
INV/000247,Warehousing,3529,765.29,2700708.41
INV/000247,Cold-Chain Haulage,3662,429.44,1572609.28
INV/000248,Milk Solids,3678,337.14,1240000.92
INV/000249,Citric Acid,2629,200.0,525800.0
INV/000249,Cocoa Mass,3684,774.73,2854105.32
INV/000249,Permitted Colour,3300,767.74,2533542.0
INV/000249,Cocoa Mass,1922,223.6,429759.2
INV/000250,IT AMC,3479,888.68,3091717.72
INV/000251,Citric Acid,1585,431.97,684672.45
INV/000251,Permitted Colour,402,680.36,273504.72
INV/000252,Cold-Chain Haulage,2624,759.72,1993505.28
INV/000252,Cold-Chain Haulage,224,858.05,192203.2
INV/000252,Primary Freight,2259,588.51,1329444.09
INV/000253,Security Services,751,144.2,108294.2
INV/000253,Security Services,976,50.26,49053.76
INV/000254,Milk Solids,2101,473.51,994844.51
INV/000254,Edible Starch,1380,36.58,50480.4
INV/000254,Milk Solids,1434,556.03,797347.02
INV/000255,Milk Solids,118,229.48,27078.64
INV/000255,Glucose Syrup,1712,359.51,615481.12
INV/000256,Housekeeping,1066,27.47,29283.02
INV/000256,Security Services,2987,467.5,1396422.5
INV/000256,Consulting,3794,383.78,1456061.32
INV/000257,Primary Freight,1656,544.42,901559.52
INV/000257,Warehousing,160,689.35,110296.0
INV/000257,Cold-Chain Haulage,4524,710.5,3214302.0
INV/000257,Secondary Freight,1459,572.06,834635.54
INV/000258,Menthol Crystals,2252,495.91,1116789.32
INV/000258,Edible Starch,2704,307.97,832750.88
INV/000259,Shrink Sleeve,559,296.92,165978.28
INV/000259,PET Bottle 500ml,4221,435.98,1840271.58
INV/000260,Mint Flavour,306,851.31,260500.86
INV/000261,Cold-Chain Haulage,2147,837.65,1798434.55
INV/000261,Cold-Chain Haulage,3665,874.25,3204126.25
INV/000261,Warehousing,2536,238.88,605799.68
INV/000262,Refined Sugar,1433,771.08,1104957.64
INV/000263,AMC-Machinery,973,276.85,269375.05
INV/000264,Glucose Syrup,3416,169.74,579831.84
INV/000264,Milk Solids,2559,243.02,621888.18
INV/000264,Refined Sugar,3390,324.85,1101241.5
INV/000265,Menthol Crystals,1838,768.54,1412576.52
INV/000265,Edible Starch,325,198.74,64590.5
INV/000265,Glucose Syrup,2881,810.88,2336145.28
INV/000266,Cold-Chain Haulage,663,220.71,146330.73
INV/000266,Cold-Chain Haulage,3408,124.63,424739.04
INV/000266,Secondary Freight,3748,727.79,2727756.92
INV/000267,PET Bottle 500ml,3582,893.58,3200803.56
INV/000267,Wrapper Film,2468,153.27,378270.36
INV/000268,Consulting,2274,20.6,46844.4
INV/000269,Consulting,4726,222.3,1050589.8
INV/000270,Cocoa Mass,1401,345.73,484367.73
INV/000270,Cocoa Mass,1005,351.57,353327.85
INV/000271,Milk Solids,174,188.29,32762.46
INV/000271,Menthol Crystals,1492,891.8,1330565.6
INV/000271,Edible Starch,3795,836.25,3173568.75
INV/000272,Milk Solids,3881,690.16,2678510.96
INV/000273,Primary Freight,3846,727.31,2797234.26
INV/000274,Primary Freight,4971,694.92,3454447.32
INV/000274,Warehousing,229,593.36,135879.44
INV/000274,Secondary Freight,511,38.49,19668.39
INV/000274,Warehousing,3360,720.91,2422257.6
INV/000275,Mono Carton,3772,377.45,1423741.4
INV/000276,Consulting,4857,387.19,1880581.83
INV/000276,Consulting,1994,792.44,1580125.36
INV/000277,Glucose Syrup,1672,456.24,762833.28
INV/000277,Menthol Crystals,307,237.58,72937.06
INV/000277,Menthol Crystals,2117,456.39,966177.63
INV/000277,Glucose Syrup,296,321.92,95288.32
INV/000278,AMC-Machinery,1320,873.04,1152412.8
INV/000278,Housekeeping,87,871.09,75784.83
INV/000278,AMC-Machinery,3934,755.62,2972609.08
INV/000278,AMC-Machinery,871,477.6,415989.6
INV/000279,Citric Acid,1616,837.2,1352915.2
INV/000279,Mint Flavour,1354,110.75,149955.5
INV/000279,Cocoa Mass,1798,651.17,1170803.66
INV/000280,Security Services,384,464.92,178529.28
INV/000281,Permitted Colour,4688,806.1,3778996.8
INV/000281,Cardamom Oil,1330,296.35,394145.5
INV/000282,Refined Sugar,2381,100.9,240242.9
INV/000282,Refined Sugar,823,899.79,740527.17
INV/000283,IT AMC,4615,86.28,398182.2
INV/000283,IT AMC,4496,837.23,3764186.08
INV/000283,Consulting,614,853.16,523840.24
INV/000283,IT AMC,1754,324.81,569716.74
INV/000284,Primary Freight,2777,233.95,649679.15
INV/000285,Cocoa Mass,626,310.4,194310.4
INV/000286,Refined Sugar,4449,789.63,3513063.87
INV/000286,Milk Solids,3755,129.73,487136.15
INV/000286,Milk Solids,4260,336.56,1433745.6
INV/000286,Edible Starch,1634,487.16,796019.44
INV/000287,Menthol Crystals,1310,352.24,461434.4
INV/000287,Edible Starch,981,241.61,237019.41
INV/000287,Edible Starch,1024,567.24,580853.76
INV/000288,Secondary Freight,3870,390.96,1513015.2
INV/000288,Warehousing,1484,983.03,1458816.52
INV/000288,Primary Freight,2958,535.23,1583210.34
INV/000288,Primary Freight,658,809.11,532394.38
INV/000289,Mono Carton,4012,90.76,364129.12
INV/000289,Wrapper Film,2318,509.31,1180580.58
INV/000289,Wrapper Film,199,678.36,134993.64
INV/000289,Mono Carton,676,460.85,311534.6
INV/000290,Menthol Crystals,3081,681.08,2098407.48
INV/000290,Glucose Syrup,2974,783.2,2329236.8
INV/000290,Edible Starch,4220,40.5,170910.0
INV/000290,Glucose Syrup,540,200.91,108491.4
INV/000291,Security Services,151,310.41,46871.91
INV/000291,AMC-Machinery,981,635.77,623690.37
INV/000292,Edible Starch,3832,186.22,713595.04
INV/000292,Glucose Syrup,1411,875.09,1234751.99
INV/000292,Menthol Crystals,1496,639.7,956991.2
INV/000293,Security Services,245,657.81,161163.45
INV/000293,Consulting,3102,12.33,38247.66
INV/000293,Consulting,263,658.71,173240.73
INV/000294,Corrugated Box,2455,397.03,974708.65
INV/000295,Menthol Crystals,3010,809.12,2435451.2
INV/000295,Edible Starch,3108,78.24,243169.92
INV/000296,Wrapper Film,781,163.69,127841.89
INV/000296,Wrapper Film,1472,689.56,1015032.32
INV/000297,Edible Starch,381,367.72,140101.32
INV/000297,Edible Starch,3741,242.35,906631.35
INV/000297,Glucose Syrup,447,887.54,396730.38
INV/000297,Edible Starch,1690,184.72,312176.8
INV/000298,Primary Freight,818,745.47,609794.46
INV/000298,Primary Freight,1914,131.61,251901.54
INV/000298,Primary Freight,3693,623.27,2301736.11
INV/000299,Permitted Colour,3284,159.92,525177.28
INV/000299,Cocoa Mass,392,69.67,27310.64
INV/000299,Cardamom Oil,2608,264.95,690989.6
INV/000300,Shrink Sleeve,3552,87.32,310160.64
INV/000300,Corrugated Box,4185,29.19,122160.15
INV/000300,PET Bottle 500ml,4447,769.44,3421699.68
INV/000300,Shrink Sleeve,328,217.36,71294.08
INV/000301,Corrugated Box,2470,454.59,1122837.3
INV/000301,Mono Carton,4451,141.92,631685.92
INV/000301,Mono Carton,4946,748.99,3704504.54
INV/000301,Shrink Sleeve,4727,434.06,2051801.62
INV/000302,Warehousing,3827,381.37,1459502.99
INV/000302,Cold-Chain Haulage,1353,334.99,453241.47
INV/000302,Warehousing,1781,420.31,748572.11
INV/000303,Primary Freight,4331,141.75,613919.25
INV/000303,Secondary Freight,1856,785.92,1458667.52
INV/000304,Citric Acid,4245,219.88,933390.6
INV/000304,Citric Acid,2211,15.69,34690.59
INV/000304,Citric Acid,795,50.15,39869.25
INV/000304,Cardamom Oil,1512,888.57,1343517.84
INV/000305,Cardamom Oil,2981,682.42,2034294.02
INV/000305,Cocoa Mass,4229,17.75,75064.75
INV/000305,Cocoa Mass,1828,538.91,985127.48
INV/000305,Cocoa Mass,1025,237.79,243734.75
INV/000306,Menthol Crystals,3078,714.71,2199877.38
INV/000306,Glucose Syrup,3002,679.74,2040579.48
INV/000306,Edible Starch,2365,726.75,1718763.75
INV/000307,Housekeeping,4369,839.29,3666858.01
INV/000307,Security Services,1682,616.25,1036532.5
INV/000308,Citric Acid,2461,103.7,255205.7
INV/000308,Mint Flavour,1979,478.65,947248.35
INV/000308,Cocoa Mass,1221,68.1,83150.1
INV/000308,Citric Acid,4261,118.47,504800.67
INV/000309,Wrapper Film,808,655.33,529506.64
INV/000309-D,Wrapper Film,808,655.33,529506.64
INV/000310,Glucose Syrup,1347,746.75,1005872.25
INV/000310,Milk Solids,3798,648.77,2464028.46
INV/000310,Edible Starch,4402,295.64,1301407.28
INV/000311,Wrapper Film,3338,397.92,1328256.96
INV/000312,Cold-Chain Haulage,1051,489.18,514128.18
INV/000313,Cocoa Mass,2051,528.02,1082969.02
INV/000313,Cardamom Oil,3796,594.34,2256114.64
INV/000314,Citric Acid,4002,487.46,1950814.92
INV/000314,Permitted Colour,3142,548.73,1724109.66
INV/000314,Citric Acid,3899,251.66,981222.34
INV/000314,Citric Acid,550,478.44,263142.0
INV/000315,Milk Solids,2981,205.79,613459.99
INV/000315,Refined Sugar,124,746.08,92513.92
INV/000316,Milk Solids,3649,778.78,2841768.22
INV/000316,Edible Starch,2258,653.2,1474925.6
INV/000317,Secondary Freight,757,180.18,136396.26
INV/000317,Secondary Freight,845,850.18,718402.1
INV/000317,Cold-Chain Haulage,1898,458.6,870422.8
INV/000317,Primary Freight,4929,102.33,504384.57
INV/000318,Cocoa Mass,3873,724.01,2804090.73
INV/000318,Citric Acid,2888,550.92,1591056.96
INV/000318,Permitted Colour,598,863.51,516378.98
INV/000318,Citric Acid,976,53.44,52157.44
INV/000319,Permitted Colour,4957,196.87,975884.59
INV/000319,Mint Flavour,2783,738.95,2056497.85
INV/000319,Mint Flavour,3408,38.22,130253.76
INV/000320,Wrapper Film,3595,55.57,199774.15
INV/000320,Mono Carton,1422,846.79,1204135.38
INV/000320,Mono Carton,3311,482.91,1598915.01
INV/000320,Shrink Sleeve,4688,580.95,2723493.6
INV/000321,Primary Freight,528,215.6,113836.8
INV/000321,Warehousing,1619,138.08,223551.52
INV/000322,Secondary Freight,1789,510.48,913248.72
INV/000323,Permitted Colour,2199,822.78,1809293.22
INV/000323,Cocoa Mass,797,813.02,647976.94
INV/000323,Mint Flavour,4739,571.11,2706490.29
INV/000323,Citric Acid,4153,561.17,2330539.01
INV/000324,Warehousing,4792,530.36,2541485.12
INV/000325,Security Services,2573,460.41,1184634.93
INV/000325,Consulting,50,311.03,15551.5
INV/000325,Consulting,2213,230.84,510848.92
INV/000325,Housekeeping,732,342.75,250893.0
INV/000326,Mint Flavour,4692,492.63,2311419.96
INV/000326,Citric Acid,1505,453.36,682306.8
INV/000327,Cold-Chain Haulage,3479,30.34,105552.86
INV/000327,Cold-Chain Haulage,1229,421.64,518195.56
INV/000327,Secondary Freight,1348,35.65,48056.2
INV/000328,Warehousing,2607,546.72,1425299.04
INV/000329,Mint Flavour,3292,896.04,2949763.68
INV/000329,Mint Flavour,1917,505.36,968775.12
INV/000330,Menthol Crystals,834,629.48,524986.32
INV/000330,Glucose Syrup,3118,774.2,2413955.6
INV/000330,Milk Solids,4648,834.15,3877129.2
INV/000331,Permitted Colour,3624,11.47,41567.28
INV/000332,Menthol Crystals,1040,366.91,381586.4
INV/000333,Permitted Colour,4322,271.49,1173379.78
INV/000333,Cocoa Mass,665,822.68,547082.2
INV/000333,Cardamom Oil,2505,370.92,929154.6
INV/000334,Corrugated Box,4190,415.42,1740609.8
INV/000334,Mono Carton,3353,680.09,2280341.77
INV/000335,Permitted Colour,1201,602.12,723146.12
INV/000335,Cocoa Mass,305,798.89,243661.45
INV/000335,Citric Acid,1788,738.78,1320938.64
INV/000335,Mint Flavour,2663,697.42,1857229.46
INV/000336,Security Services,1913,742.18,1419790.34
INV/000337,Refined Sugar,1787,839.19,1499632.53
INV/000337,Milk Solids,1180,517.52,610673.6
INV/000337,Edible Starch,788,507.85,400185.8
INV/000337,Glucose Syrup,2141,313.6,671417.6
INV/000338,PET Bottle 500ml,2507,799.88,2005299.16
INV/000338,Corrugated Box,2740,472.71,1295225.4
INV/000338,Shrink Sleeve,3169,390.3,1236860.7
INV/000339,Corrugated Box,1031,647.23,667294.13
INV/000339,Corrugated Box,4139,520.78,2155508.42
INV/000340,Primary Freight,1729,720.48,1245709.92
INV/000340,Warehousing,3660,600.81,2198964.6
INV/000340,Secondary Freight,890,893.84,795517.6
INV/000340,Warehousing,4239,382.79,1622646.81
INV/000341,Secondary Freight,1083,512.4,554929.2
INV/000341,Primary Freight,2002,102.5,205205.0
INV/000341,Primary Freight,3825,757.9,2898967.5
INV/000341,Secondary Freight,1167,361.73,422138.91
INV/000342,Citric Acid,4038,806.49,3256606.62
INV/000342,Cocoa Mass,3056,520.74,1591381.44
INV/000342,Citric Acid,397,424.81,168649.57
INV/000343,IT AMC,2385,527.14,1257228.9
INV/000343,AMC-Machinery,1171,429.15,502534.65
INV/000344,Corrugated Box,3288,769.46,2529984.48
INV/000344,Corrugated Box,4012,144.92,581419.04
INV/000345,Refined Sugar,1231,606.89,747081.59
INV/000345,Menthol Crystals,895,463.94,415226.3
INV/000346,AMC-Machinery,4935,788.37,3890605.95
INV/000347,Glucose Syrup,1996,784.69,1566241.24
INV/000347,Milk Solids,4264,483.2,2060364.8
INV/000347,Edible Starch,3459,353.97,1224382.23
INV/000347,Milk Solids,3666,640.93,2349649.38
INV/000348,Cardamom Oil,1794,581.38,1042995.72
INV/000349,Corrugated Box,4145,775.62,3214944.9
INV/000350,Corrugated Box,2050,504.39,1033999.5
INV/000350,Mono Carton,110,464.96,51145.6
INV/000350,Mono Carton,4616,324.91,1499784.56
INV/000350,Corrugated Box,4046,374.02,1513284.92
INV/000351,Secondary Freight,840,804.47,675754.8
INV/000352,AMC-Machinery,217,250.66,54393.22
INV/000352,Security Services,1703,418.35,712450.05
INV/000352,Security Services,4007,480.43,1925083.01
INV/000353,AMC-Machinery,1544,164.08,253339.52
INV/000354,IT AMC,925,174.5,161412.5
INV/000354,Security Services,1071,451.35,483395.85
INV/000354,IT AMC,4950,208.97,1034401.5
INV/000354,Security Services,213,653.82,139263.66
INV/000355,Cocoa Mass,3997,783.76,3132688.72
INV/000355,Cocoa Mass,2567,609.34,1564175.78
INV/000356,Warehousing,3085,289.66,893601.1
INV/000356,Warehousing,547,72.63,39728.61
INV/000356,Cold-Chain Haulage,2976,405.18,1205815.68
INV/000356,Secondary Freight,4726,610.41,2884797.66
INV/000357,Mint Flavour,4007,799.58,3203917.06
INV/000357,Cocoa Mass,813,680.65,553368.45
INV/000358,Mint Flavour,552,128.62,70998.24
INV/000358,Cocoa Mass,1335,112.32,149947.2
INV/000358,Citric Acid,3946,576.91,2276486.86
INV/000359,Cocoa Mass,1231,488.94,601885.14
INV/000359,Citric Acid,3449,841.98,2903989.02
INV/000359,Cardamom Oil,2296,753.59,1730242.64
INV/000360,Permitted Colour,4050,525.06,2126493.0
INV/000360,Cocoa Mass,4240,567.08,2404419.2
INV/000360,Permitted Colour,4258,614.1,2614837.8
INV/000360,Cocoa Mass,1798,695.19,1249951.62
INV/000361,Mint Flavour,2999,114.17,342395.83
INV/000361,Permitted Colour,1423,301.27,428707.21
INV/000362,Permitted Colour,158,786.93,124334.94
INV/000363,AMC-Machinery,2407,260.02,625868.14
INV/000364,Permitted Colour,3777,613.8,2318322.6
INV/000364,Cardamom Oil,1474,56.22,82868.28
INV/000364,Cardamom Oil,4398,882.84,3882730.32
INV/000364,Mint Flavour,4781,667.25,3190122.25
INV/000365,Warehousing,3694,205.98,760890.12
INV/000365,Cold-Chain Haulage,4309,420.82,1813313.38
INV/000365,Warehousing,2283,745.16,1701200.28
INV/000366,Cardamom Oil,1388,339.57,471323.16
INV/000366,Mint Flavour,3075,709.95,2183096.25
INV/000367,Cardamom Oil,3804,532.34,2025021.36
INV/000368,Citric Acid,3608,347.17,1252589.36
INV/000368,Citric Acid,1913,392.74,751311.62
INV/000368,Cardamom Oil,1593,294.19,468644.67
INV/000368,Cocoa Mass,4084,684.17,2794150.28
INV/000369,Cold-Chain Haulage,3751,416.44,1562066.44
INV/000370,Primary Freight,566,378.05,213976.3
INV/000370,Primary Freight,4182,374.11,1564528.02
INV/000370,Secondary Freight,663,504.78,334669.14
INV/000371,Mint Flavour,2315,26.07,60352.05
INV/000371,Cardamom Oil,2194,113.69,249435.86
INV/000371,Citric Acid,1285,201.38,258773.3
INV/000371,Cardamom Oil,641,365.97,234586.77
INV/000372,Milk Solids,1013,498.31,504788.03
INV/000373,Cardamom Oil,2076,847.7,1759825.2
INV/000374,Glucose Syrup,4424,558.95,2472794.8
INV/000375,Primary Freight,1990,189.98,378060.2
INV/000376,Corrugated Box,2215,141.11,312558.65
INV/000376,Corrugated Box,4659,897.39,4180940.01
INV/000377,Security Services,335,831.2,278452.0
INV/000377,Security Services,1997,636.32,1270731.04
INV/000377,IT AMC,2860,141.07,403460.2
INV/000378,Warehousing,817,225.75,184437.75
INV/000378,Secondary Freight,1313,38.75,50878.75
INV/000379,Citric Acid,4374,709.18,3101953.32
INV/000380,Mint Flavour,2401,629.98,1512581.98
INV/000380,Cocoa Mass,1857,538.11,999270.27
INV/000380,Cardamom Oil,2907,510.32,1483500.24
INV/000381,Citric Acid,3702,105.52,390635.04
INV/000381,Cocoa Mass,1641,282.13,462975.33
INV/000382,Housekeeping,884,260.97,230697.48
INV/000382,Security Services,3734,297.37,1110379.58
