grn_no,po_no,grn_date,material,received_qty
GRN-00172,PO-2024-00172,2024-12-17,Consulting,1970
GRN-00172,PO-2024-00172,2024-12-17,Consulting,2740
,PO-2024-00173,,Warehousing,0
,PO-2024-00173,,Primary Freight,0
GRN-00174,PO-2024-00174,2025-03-11,Consulting,4656
GRN-00175,PO-2024-00175,2024-04-27,Security Services,1132
GRN-00175,PO-2024-00175,2024-04-27,Consulting,3338
GRN-00175,PO-2024-00175,2024-04-27,IT AMC,4684
GRN-00175,PO-2024-00175,2024-04-27,Consulting,2836
GRN-00176,PO-2024-00176,2024-03-25,Citric Acid,1853
GRN-00176,PO-2024-00176,2024-03-25,Mint Flavour,4566
GRN-00176,PO-2024-00176,2024-03-25,Cocoa Mass,3992
GRN-00177,PO-2024-00177,2025-01-04,Housekeeping,681
GRN-00177,PO-2024-00177,2025-01-04,Consulting,1772
GRN-00177,PO-2024-00177,2025-01-04,AMC-Machinery,2065
GRN-00177,PO-2024-00177,2025-01-04,Housekeeping,2217
GRN-00178,PO-2024-00178,2024-10-27,Milk Solids,1637
GRN-00178,PO-2024-00178,2024-10-27,Milk Solids,912
GRN-00178,PO-2024-00178,2024-10-27,Edible Starch,3380
GRN-00179,PO-2024-00179,2025-02-08,Secondary Freight,4119
GRN-00180,PO-2024-00180,2024-01-27,Cocoa Mass,1420
GRN-00180,PO-2024-00180,2024-01-27,Cocoa Mass,4974
GRN-00181,PO-2024-00181,2024-02-20,Warehousing,1178
GRN-00182,PO-2024-00182,2025-06-14,Edible Starch,4488
GRN-00182,PO-2024-00182,2025-06-14,Refined Sugar,3600
GRN-00183,PO-2024-00183,2025-02-22,Mono Carton,2307
GRN-00183,PO-2024-00183,2025-02-22,PET Bottle 500ml,3207
GRN-00184,PO-2024-00184,2025-01-07,Refined Sugar,4804
GRN-00184,PO-2024-00184,2025-01-07,Edible Starch,3015
GRN-00184,PO-2024-00184,2025-01-07,Milk Solids,2154
GRN-00184,PO-2024-00184,2025-01-07,Glucose Syrup,275
GRN-00185,PO-2024-00185,2024-12-03,Permitted Colour,1964
GRN-00186,PO-2024-00186,2024-05-18,Cold-Chain Haulage,2837
GRN-00186,PO-2024-00186,2024-05-18,Primary Freight,598
GRN-00187,PO-2024-00187,2024-06-13,Menthol Crystals,4419
GRN-00188,PO-2024-00188,2024-04-19,Glucose Syrup,2418
GRN-00188,PO-2024-00188,2024-04-19,Milk Solids,1975
GRN-00188,PO-2024-00188,2024-04-19,Menthol Crystals,1403
GRN-00188,PO-2024-00188,2024-04-19,Edible Starch,3550
GRN-00189,PO-2024-00189,2024-08-26,Cold-Chain Haulage,2928
GRN-00189,PO-2024-00189,2024-08-26,Warehousing,3752
GRN-00189,PO-2024-00189,2024-08-26,Cold-Chain Haulage,2224
GRN-00189,PO-2024-00189,2024-08-26,Secondary Freight,4111
GRN-00190,PO-2024-00190,2024-07-12,Permitted Colour,4553
GRN-00191,PO-2024-00191,2024-03-12,IT AMC,1549
GRN-00191,PO-2024-00191,2024-03-12,Consulting,4508
GRN-00191,PO-2024-00191,2024-03-12,Security Services,1218
GRN-00192,PO-2024-00192,2024-12-14,Glucose Syrup,4994
GRN-00192,PO-2024-00192,2024-12-14,Glucose Syrup,2233
GRN-00192,PO-2024-00192,2024-12-14,Menthol Crystals,4454
GRN-00193,PO-2024-00193,2024-02-27,Cocoa Mass,2412
GRN-00193,PO-2024-00193,2024-02-27,Citric Acid,2485
GRN-00193,PO-2024-00193,2024-02-27,Cardamom Oil,2066
GRN-00194,PO-2024-00194,2024-03-13,Cardamom Oil,3975
GRN-00195,PO-2024-00195,2025-04-19,Mint Flavour,1606
GRN-00196,PO-2024-00196,2024-12-05,Primary Freight,1755
GRN-00196,PO-2024-00196,2024-12-05,Primary Freight,3092
GRN-00197,PO-2024-00197,2025-02-09,Security Services,3839
GRN-00197,PO-2024-00197,2025-02-09,Consulting,2044
GRN-00197,PO-2024-00197,2025-02-09,AMC-Machinery,3371
GRN-00197,PO-2024-00197,2025-02-09,Consulting,1000
GRN-00198,PO-2024-00198,2025-05-23,Wrapper Film,3404
GRN-00198,PO-2024-00198,2025-05-23,Wrapper Film,2130
GRN-00199,PO-2024-00199,2024-11-05,Consulting,4930
GRN-00199,PO-2024-00199,2024-11-05,AMC-Machinery,2190
GRN-00200,PO-2024-00200,2025-02-18,Shrink Sleeve,3399
GRN-00201,PO-2024-00201,2025-04-22,Shrink Sleeve,4492
GRN-00202,PO-2024-00202,2024-03-24,AMC-Machinery,823
GRN-00202,PO-2024-00202,2024-03-24,IT AMC,1889
GRN-00202,PO-2024-00202,2024-03-24,Consulting,2843
GRN-00203,PO-2024-00203,2024-10-24,IT AMC,714
GRN-00203,PO-2024-00203,2024-10-24,AMC-Machinery,4915
GRN-00203,PO-2024-00203,2024-10-24,Consulting,1253
GRN-00204,PO-2024-00204,2024-03-02,Security Services,2099
GRN-00205,PO-2024-00205,2024-08-14,Cardamom Oil,1001
GRN-00205,PO-2024-00205,2024-08-14,Cocoa Mass,3990
GRN-00206,PO-2024-00206,2024-05-31,Corrugated Box,718
GRN-00206,PO-2024-00206,2024-05-31,Shrink Sleeve,2591
GRN-00207,PO-2024-00207,2024-05-19,Mono Carton,3943
GRN-00208,PO-2024-00208,2024-08-18,Warehousing,1278
GRN-00208,PO-2024-00208,2024-08-18,Secondary Freight,4249
GRN-00208,PO-2024-00208,2024-08-18,Secondary Freight,4298
GRN-00208,PO-2024-00208,2024-08-18,Secondary Freight,4343
GRN-00209,PO-2024-00209,2024-03-13,Housekeeping,4695
GRN-00210,PO-2024-00210,2025-04-22,Citric Acid,3736
GRN-00210,PO-2024-00210,2025-04-22,Cocoa Mass,848
GRN-00210,PO-2024-00210,2025-04-22,Permitted Colour,3759
GRN-00210,PO-2024-00210,2025-04-22,Mint Flavour,4934
GRN-00211,PO-2024-00211,2024-10-11,Consulting,4169
GRN-00211,PO-2024-00211,2024-10-11,Housekeeping,3945
GRN-00212,PO-2024-00212,2025-01-06,Mint Flavour,983
GRN-00212,PO-2024-00212,2025-01-06,Cardamom Oil,2296
GRN-00212,PO-2024-00212,2025-01-06,Cocoa Mass,4805
GRN-00212,PO-2024-00212,2025-01-06,Citric Acid,825
GRN-00213,PO-2024-00213,2025-01-01,Cardamom Oil,1149
GRN-00213,PO-2024-00213,2025-01-01,Citric Acid,514
GRN-00213,PO-2024-00213,2025-01-01,Mint Flavour,531
GRN-00213,PO-2024-00213,2025-01-01,Cardamom Oil,1456
GRN-00214,PO-2024-00214,2025-05-07,Security Services,3862
GRN-00215,PO-2024-00215,2025-01-08,Shrink Sleeve,171
GRN-00215,PO-2024-00215,2025-01-08,PET Bottle 500ml,4593
GRN-00215,PO-2024-00215,2025-01-08,Shrink Sleeve,3573
GRN-00215,PO-2024-00215,2025-01-08,Corrugated Box,2398
GRN-00216,PO-2024-00216,2025-02-10,Cardamom Oil,2111
GRN-00216,PO-2024-00216,2025-02-10,Citric Acid,4728
GRN-00217,PO-2024-00217,2025-04-17,Cold-Chain Haulage,4434
GRN-00217,PO-2024-00217,2025-04-17,Secondary Freight,2760
GRN-00217,PO-2024-00217,2025-04-17,Primary Freight,2679
GRN-00218,PO-2024-00218,2024-01-22,Housekeeping,3564
GRN-00218,PO-2024-00218,2024-01-22,Security Services,1889
GRN-00219,PO-2024-00219,2024-03-16,Cardamom Oil,1586
GRN-00219,PO-2024-00219,2024-03-16,Mint Flavour,1047
GRN-00219,PO-2024-00219,2024-03-16,Cocoa Mass,337
GRN-00220,PO-2024-00220,2024-06-10,AMC-Machinery,3406
GRN-00220,PO-2024-00220,2024-06-10,IT AMC,4613
GRN-00220,PO-2024-00220,2024-06-10,IT AMC,1490
GRN-00220,PO-2024-00220,2024-06-10,Consulting,1098
GRN-00221,PO-2024-00221,2025-06-20,Mint Flavour,706
GRN-00222,PO-2024-00222,2025-02-23,Wrapper Film,4416
GRN-00222,PO-2024-00222,2025-02-23,Wrapper Film,2227
GRN-00223,PO-2024-00223,2025-01-22,Permitted Colour,387
GRN-00223,PO-2024-00223,2025-01-22,Permitted Colour,890
GRN-00224,PO-2024-00224,2024-05-29,Primary Freight,1684
GRN-00224,PO-2024-00224,2024-05-29,Cold-Chain Haulage,3246
GRN-00224,PO-2024-00224,2024-05-29,Secondary Freight,4289
GRN-00225,PO-2024-00225,2024-05-05,Housekeeping,4553
GRN-00225,PO-2024-00225,2024-05-05,Housekeeping,4925
GRN-00225,PO-2024-00225,2024-05-05,AMC-Machinery,2865
GRN-00226,PO-2024-00226,2024-11-28,Edible Starch,718
GRN-00226,PO-2024-00226,2024-11-28,Milk Solids,3106
GRN-00226,PO-2024-00226,2024-11-28,Refined Sugar,3390
GRN-00226,PO-2024-00226,2024-11-28,Refined Sugar,3768
GRN-00227,PO-2024-00227,2024-05-07,Primary Freight,3727
GRN-00227,PO-2024-00227,2024-05-07,Secondary Freight,4234
GRN-00227,PO-2024-00227,2024-05-07,Secondary Freight,4157
GRN-00227,PO-2024-00227,2024-05-07,Cold-Chain Haulage,4806
GRN-00228,PO-2024-00228,2025-02-11,PET Bottle 500ml,4796
GRN-00228,PO-2024-00228,2025-02-11,Corrugated Box,2666
GRN-00229,PO-2024-00229,2025-05-19,Edible Starch,2368
GRN-00229,PO-2024-00229,2025-05-19,Milk Solids,2589
GRN-00229,PO-2024-00229,2025-05-19,Menthol Crystals,2280
GRN-00230,PO-2024-00230,2024-01-14,Refined Sugar,3857
GRN-00230,PO-2024-00230,2024-01-14,Edible Starch,3561
GRN-00231,PO-2024-00231,2024-03-16,Mint Flavour,2038
GRN-00232,PO-2024-00232,2024-06-23,Permitted Colour,807
GRN-00232,PO-2024-00232,2024-06-23,Permitted Colour,1191
GRN-00232,PO-2024-00232,2024-06-23,Permitted Colour,824
GRN-00232,PO-2024-00232,2024-06-23,Permitted Colour,3792
GRN-00233,PO-2024-00233,2024-06-10,Citric Acid,1351
GRN-00233,PO-2024-00233,2024-06-10,Citric Acid,3766
GRN-00233,PO-2024-00233,2024-06-10,Mint Flavour,4967
GRN-00234,PO-2024-00234,2025-04-17,IT AMC,1059
GRN-00234,PO-2024-00234,2025-04-17,Security Services,3357
GRN-00235,PO-2024-00235,2024-05-29,Refined Sugar,4600
GRN-00235,PO-2024-00235,2024-05-29,Glucose Syrup,4535
GRN-00235,PO-2024-00235,2024-05-29,Refined Sugar,236
GRN-00235,PO-2024-00235,2024-05-29,Glucose Syrup,1638
GRN-00236,PO-2024-00236,2024-12-17,Mint Flavour,3758
GRN-00236,PO-2024-00236,2024-12-17,Permitted Colour,2149
GRN-00236,PO-2024-00236,2024-12-17,Cocoa Mass,1686
GRN-00237,PO-2024-00237,2024-08-30,PET Bottle 500ml,3808
GRN-00238,PO-2024-00238,2024-03-05,Mono Carton,4464
GRN-00238,PO-2024-00238,2024-03-05,Wrapper Film,1411
GRN-00238,PO-2024-00238,2024-03-05,Shrink Sleeve,4619
GRN-00239,PO-2024-00239,2024-02-28,Milk Solids,1182
GRN-00239,PO-2024-00239,2024-02-28,Menthol Crystals,2251
GRN-00239,PO-2024-00239,2024-02-28,Menthol Crystals,2286
GRN-00240,PO-2024-00240,2024-10-27,Milk Solids,1718
GRN-00240,PO-2024-00240,2024-10-27,Refined Sugar,2769
GRN-00240,PO-2024-00240,2024-10-27,Glucose Syrup,4050
GRN-00240,PO-2024-00240,2024-10-27,Menthol Crystals,3316
GRN-00241,PO-2024-00241,2024-10-04,Secondary Freight,2412
GRN-00241,PO-2024-00241,2024-10-04,Primary Freight,3715
GRN-00241,PO-2024-00241,2024-10-04,Cold-Chain Haulage,1160
GRN-00241,PO-2024-00241,2024-10-04,Cold-Chain Haulage,2436
GRN-00242,PO-2024-00242,2024-11-02,Shrink Sleeve,3176
GRN-00242,PO-2024-00242,2024-11-02,Corrugated Box,3894
GRN-00242,PO-2024-00242,2024-11-02,Shrink Sleeve,276
GRN-00243,PO-2024-00243,2025-01-15,Refined Sugar,4330
GRN-00244,PO-2024-00244,2024-02-18,Secondary Freight,3287
GRN-00244,PO-2024-00244,2024-02-18,Cold-Chain Haulage,5327
GRN-00244,PO-2024-00244,2024-02-18,Cold-Chain Haulage,3089
GRN-00244,PO-2024-00244,2024-02-18,Primary Freight,159
GRN-00245,PO-2024-00245,2025-03-02,Housekeeping,4534
GRN-00246,PO-2024-00246,2024-02-14,Citric Acid,3088
GRN-00247,PO-2024-00247,2024-11-14,Warehousing,3711
GRN-00247,PO-2024-00247,2024-11-14,Warehousing,3529
GRN-00247,PO-2024-00247,2024-11-14,Cold-Chain Haulage,3662
GRN-00248,PO-2024-00248,2024-07-05,Milk Solids,3678
GRN-00249,PO-2024-00249,2025-02-06,Citric Acid,2629
GRN-00249,PO-2024-00249,2025-02-06,Cocoa Mass,3684
GRN-00249,PO-2024-00249,2025-02-06,Permitted Colour,3300
GRN-00249,PO-2024-00249,2025-02-06,Cocoa Mass,1922
GRN-00250,PO-2024-00250,2025-05-18,IT AMC,3479
GRN-00251,PO-2024-00251,2025-01-10,Citric Acid,1585
GRN-00251,PO-2024-00251,2025-01-10,Permitted Colour,402
GRN-00252,PO-2024-00252,2024-06-30,Cold-Chain Haulage,2624
GRN-00252,PO-2024-00252,2024-06-30,Cold-Chain Haulage,224
GRN-00252,PO-2024-00252,2024-06-30,Primary Freight,2259
GRN-00253,PO-2024-00253,2025-05-06,Security Services,751
GRN-00253,PO-2024-00253,2025-05-06,Security Services,976
GRN-00254,PO-2024-00254,2024-03-20,Milk Solids,2101
GRN-00254,PO-2024-00254,2024-03-20,Edible Starch,1380
GRN-00254,PO-2024-00254,2024-03-20,Milk Solids,1434
GRN-00255,PO-2024-00255,2025-01-01,Milk Solids,118
GRN-00255,PO-2024-00255,2025-01-01,Glucose Syrup,1712
GRN-00256,PO-2024-00256,2024-01-12,Housekeeping,853
GRN-00256,PO-2024-00256,2024-01-12,Security Services,2390
GRN-00256,PO-2024-00256,2024-01-12,Consulting,3035
GRN-00257,PO-2024-00257,2024-03-08,Primary Freight,1656
GRN-00257,PO-2024-00257,2024-03-08,Warehousing,160
GRN-00257,PO-2024-00257,2024-03-08,Cold-Chain Haulage,4524
GRN-00257,PO-2024-00257,2024-03-08,Secondary Freight,1459
GRN-00258,PO-2024-00258,2025-06-28,Menthol Crystals,2252
GRN-00258,PO-2024-00258,2025-06-28,Edible Starch,2704
GRN-00259,PO-2024-00259,2024-04-13,Shrink Sleeve,559
GRN-00259,PO-2024-00259,2024-04-13,PET Bottle 500ml,4221
GRN-00260,PO-2024-00260,2024-09-14,Mint Flavour,306
GRN-00261,PO-2024-00261,2024-09-30,Cold-Chain Haulage,2147
GRN-00261,PO-2024-00261,2024-09-30,Cold-Chain Haulage,3665
GRN-00261,PO-2024-00261,2024-09-30,Warehousing,2536
GRN-00262,PO-2024-00262,2025-04-13,Refined Sugar,1433
GRN-00263,PO-2024-00263,2024-10-31,AMC-Machinery,973
GRN-00264,PO-2024-00264,2024-08-10,Glucose Syrup,3416
GRN-00264,PO-2024-00264,2024-08-10,Milk Solids,2559
GRN-00264,PO-2024-00264,2024-08-10,Refined Sugar,3390
GRN-00265,PO-2024-00265,2025-01-31,Menthol Crystals,1838
GRN-00265,PO-2024-00265,2025-01-31,Edible Starch,325
GRN-00265,PO-2024-00265,2025-01-31,Glucose Syrup,2881
GRN-00266,PO-2024-00266,2024-02-02,Cold-Chain Haulage,663
GRN-00266,PO-2024-00266,2024-02-02,Cold-Chain Haulage,3408
GRN-00266,PO-2024-00266,2024-02-02,Secondary Freight,3748
GRN-00267,PO-2024-00267,2024-11-26,PET Bottle 500ml,3582
GRN-00267,PO-2024-00267,2024-11-26,Wrapper Film,2468
GRN-00268,PO-2024-00268,2025-04-01,Consulting,2274
GRN-00269,PO-2024-00269,2024-11-28,Consulting,4726
GRN-00270,PO-2024-00270,2025-03-22,Cocoa Mass,1401
GRN-00270,PO-2024-00270,2025-03-22,Cocoa Mass,1005
GRN-00271,PO-2024-00271,2024-07-03,Milk Solids,174
GRN-00271,PO-2024-00271,2024-07-03,Menthol Crystals,1492
GRN-00271,PO-2024-00271,2024-07-03,Edible Starch,3795
GRN-00272,PO-2024-00272,2024-11-01,Milk Solids,3881
GRN-00273,PO-2024-00273,2025-05-02,Primary Freight,3846
GRN-00274,PO-2024-00274,2025-05-26,Primary Freight,4971
GRN-00274,PO-2024-00274,2025-05-26,Warehousing,229
GRN-00274,PO-2024-00274,2025-05-26,Secondary Freight,511
GRN-00274,PO-2024-00274,2025-05-26,Warehousing,3360
GRN-00275,PO-2024-00275,2024-10-24,Mono Carton,3018
GRN-00276,PO-2024-00276,2024-12-30,Consulting,4857
GRN-00276,PO-2024-00276,2024-12-30,Consulting,1994
GRN-00277,PO-2024-00277,2025-05-15,Glucose Syrup,1672
GRN-00277,PO-2024-00277,2025-05-15,Menthol Crystals,307
GRN-00277,PO-2024-00277,2025-05-15,Menthol Crystals,2117
GRN-00277,PO-2024-00277,2025-05-15,Glucose Syrup,296
GRN-00278,PO-2024-00278,2024-08-21,AMC-Machinery,1320
GRN-00278,PO-2024-00278,2024-08-21,Housekeeping,87
GRN-00278,PO-2024-00278,2024-08-21,AMC-Machinery,3934
GRN-00278,PO-2024-00278,2024-08-21,AMC-Machinery,871
GRN-00279,PO-2024-00279,2024-05-18,Citric Acid,1616
GRN-00279,PO-2024-00279,2024-05-18,Mint Flavour,1354
GRN-00279,PO-2024-00279,2024-05-18,Cocoa Mass,1798
GRN-00280,PO-2024-00280,2024-11-22,Security Services,384
GRN-00281,PO-2024-00281,2024-12-31,Permitted Colour,4688
GRN-00281,PO-2024-00281,2024-12-31,Cardamom Oil,1330
GRN-00282,PO-2024-00282,2024-07-13,Refined Sugar,2381
GRN-00282,PO-2024-00282,2024-07-13,Refined Sugar,823
GRN-00283,PO-2024-00283,2025-04-21,IT AMC,4615
GRN-00283,PO-2024-00283,2025-04-21,IT AMC,4496
GRN-00283,PO-2024-00283,2025-04-21,Consulting,614
GRN-00283,PO-2024-00283,2025-04-21,IT AMC,1754
GRN-00284,PO-2024-00284,2025-02-10,Primary Freight,2777
GRN-00285,PO-2024-00285,2024-11-28,Cocoa Mass,626
GRN-00286,PO-2024-00286,2024-08-30,Refined Sugar,4449
GRN-00286,PO-2024-00286,2024-08-30,Milk Solids,3755
GRN-00286,PO-2024-00286,2024-08-30,Milk Solids,4260
GRN-00286,PO-2024-00286,2024-08-30,Edible Starch,1634
GRN-00287,PO-2024-00287,2024-02-11,Menthol Crystals,1310
GRN-00287,PO-2024-00287,2024-02-11,Edible Starch,981
GRN-00287,PO-2024-00287,2024-02-11,Edible Starch,1024
GRN-00288,PO-2024-00288,2024-07-19,Secondary Freight,3870
GRN-00288,PO-2024-00288,2024-07-19,Warehousing,1484
GRN-00288,PO-2024-00288,2024-07-19,Primary Freight,2958
GRN-00288,PO-2024-00288,2024-07-19,Primary Freight,658
GRN-00289,PO-2024-00289,2025-07-02,Mono Carton,4012
GRN-00289,PO-2024-00289,2025-07-02,Wrapper Film,2318
GRN-00289,PO-2024-00289,2025-07-02,Wrapper Film,199
GRN-00289,PO-2024-00289,2025-07-02,Mono Carton,676
GRN-00290,PO-2024-00290,2025-04-26,Menthol Crystals,3081
GRN-00290,PO-2024-00290,2025-04-26,Glucose Syrup,2974
GRN-00290,PO-2024-00290,2025-04-26,Edible Starch,4220
GRN-00290,PO-2024-00290,2025-04-26,Glucose Syrup,540
GRN-00291,PO-2024-00291,2025-02-22,Security Services,151
GRN-00291,PO-2024-00291,2025-02-22,AMC-Machinery,981
GRN-00292,PO-2024-00292,2024-03-01,Edible Starch,3832
GRN-00292,PO-2024-00292,2024-03-01,Glucose Syrup,1411
GRN-00292,PO-2024-00292,2024-03-01,Menthol Crystals,1496
GRN-00293,PO-2024-00293,2024-06-27,Security Services,245
GRN-00293,PO-2024-00293,2024-06-27,Consulting,3102
GRN-00293,PO-2024-00293,2024-06-27,Consulting,263
GRN-00294,PO-2024-00294,2025-02-17,Corrugated Box,2455
GRN-00295,PO-2024-00295,2024-10-19,Menthol Crystals,3010
GRN-00295,PO-2024-00295,2024-10-19,Edible Starch,3108
GRN-00296,PO-2024-00296,2024-01-06,Wrapper Film,781
GRN-00296,PO-2024-00296,2024-01-06,Wrapper Film,1472
GRN-00297,PO-2024-00297,2025-05-28,Edible Starch,381
GRN-00297,PO-2024-00297,2025-05-28,Edible Starch,3741
GRN-00297,PO-2024-00297,2025-05-28,Glucose Syrup,447
GRN-00297,PO-2024-00297,2025-05-28,Edible Starch,1690
GRN-00298,PO-2024-00298,2024-08-25,Primary Freight,818
GRN-00298,PO-2024-00298,2024-08-25,Primary Freight,1914
GRN-00298,PO-2024-00298,2024-08-25,Primary Freight,3693
GRN-00299,PO-2024-00299,2025-04-02,Permitted Colour,3284
GRN-00299,PO-2024-00299,2025-04-02,Cocoa Mass,392
GRN-00299,PO-2024-00299,2025-04-02,Cardamom Oil,2608
GRN-00300,PO-2024-00300,2024-01-03,Shrink Sleeve,3552
GRN-00300,PO-2024-00300,2024-01-03,Corrugated Box,4185
GRN-00300,PO-2024-00300,2024-01-03,PET Bottle 500ml,4447
GRN-00300,PO-2024-00300,2024-01-03,Shrink Sleeve,328
GRN-00301,PO-2024-00301,2024-08-24,Corrugated Box,2470
GRN-00301,PO-2024-00301,2024-08-24,Mono Carton,4451
GRN-00301,PO-2024-00301,2024-08-24,Mono Carton,4946
GRN-00301,PO-2024-00301,2024-08-24,Shrink Sleeve,4727
GRN-00302,PO-2024-00302,2024-03-14,Warehousing,3827
GRN-00302,PO-2024-00302,2024-03-14,Cold-Chain Haulage,1353
GRN-00302,PO-2024-00302,2024-03-14,Warehousing,1781
GRN-00303,PO-2024-00303,2025-01-16,Primary Freight,4331
GRN-00303,PO-2024-00303,2025-01-16,Secondary Freight,1856
GRN-00304,PO-2024-00304,2024-03-22,Citric Acid,4245
GRN-00304,PO-2024-00304,2024-03-22,Citric Acid,2211
GRN-00304,PO-2024-00304,2024-03-22,Citric Acid,795
GRN-00304,PO-2024-00304,2024-03-22,Cardamom Oil,1512
GRN-00305,PO-2024-00305,2025-02-10,Cardamom Oil,2981
GRN-00305,PO-2024-00305,2025-02-10,Cocoa Mass,4229
GRN-00305,PO-2024-00305,2025-02-10,Cocoa Mass,1828
GRN-00305,PO-2024-00305,2025-02-10,Cocoa Mass,1025
GRN-00306,PO-2024-00306,2024-10-02,Menthol Crystals,3078
GRN-00306,PO-2024-00306,2024-10-02,Glucose Syrup,3002
GRN-00306,PO-2024-00306,2024-10-02,Edible Starch,2365
GRN-00307,PO-2024-00307,2024-10-22,Housekeeping,4369
GRN-00307,PO-2024-00307,2024-10-22,Security Services,1682
GRN-00308,PO-2024-00308,2024-08-17,Citric Acid,2461
GRN-00308,PO-2024-00308,2024-08-17,Mint Flavour,1979
GRN-00308,PO-2024-00308,2024-08-17,Cocoa Mass,1221
GRN-00308,PO-2024-00308,2024-08-17,Citric Acid,4261
GRN-00309,PO-2024-00309,2025-02-24,Wrapper Film,808
GRN-00310,PO-2024-00310,2024-02-14,Glucose Syrup,1347
GRN-00310,PO-2024-00310,2024-02-14,Milk Solids,3798
GRN-00310,PO-2024-00310,2024-02-14,Edible Starch,4402
GRN-00311,PO-2024-00311,2025-06-02,Wrapper Film,3338
GRN-00312,PO-2024-00312,2025-07-02,Cold-Chain Haulage,1051
GRN-00313,PO-2024-00313,2024-11-06,Cocoa Mass,2051
GRN-00313,PO-2024-00313,2024-11-06,Cardamom Oil,3796
GRN-00314,PO-2024-00314,2024-04-25,Citric Acid,4002
GRN-00314,PO-2024-00314,2024-04-25,Permitted Colour,3142
GRN-00314,PO-2024-00314,2024-04-25,Citric Acid,3899
GRN-00314,PO-2024-00314,2024-04-25,Citric Acid,550
GRN-00315,PO-2024-00315,2025-01-08,Milk Solids,2981
GRN-00315,PO-2024-00315,2025-01-08,Refined Sugar,124
GRN-00316,PO-2024-00316,2025-06-14,Milk Solids,3649
GRN-00316,PO-2024-00316,2025-06-14,Edible Starch,2258
GRN-00317,PO-2024-00317,2024-07-24,Secondary Freight,757
GRN-00317,PO-2024-00317,2024-07-24,Secondary Freight,845
GRN-00317,PO-2024-00317,2024-07-24,Cold-Chain Haulage,1898
GRN-00317,PO-2024-00317,2024-07-24,Primary Freight,4929
GRN-00318,PO-2024-00318,2025-04-02,Cocoa Mass,3873
GRN-00318,PO-2024-00318,2025-04-02,Citric Acid,2888
GRN-00318,PO-2024-00318,2025-04-02,Permitted Colour,598
GRN-00318,PO-2024-00318,2025-04-02,Citric Acid,976
GRN-00319,PO-2024-00319,2025-06-04,Permitted Colour,4957
GRN-00319,PO-2024-00319,2025-06-04,Mint Flavour,2783
GRN-00319,PO-2024-00319,2025-06-04,Mint Flavour,3408
GRN-00320,PO-2024-00320,2025-03-12,Wrapper Film,3595
GRN-00320,PO-2024-00320,2025-03-12,Mono Carton,1422
GRN-00320,PO-2024-00320,2025-03-12,Mono Carton,3311
GRN-00320,PO-2024-00320,2025-03-12,Shrink Sleeve,4688
GRN-00321,PO-2024-00321,2024-08-31,Primary Freight,528
GRN-00321,PO-2024-00321,2024-08-31,Warehousing,1619
GRN-00322,PO-2024-00322,2025-05-19,Secondary Freight,1789
GRN-00323,PO-2024-00323,2025-03-04,Permitted Colour,2199
GRN-00323,PO-2024-00323,2025-03-04,Cocoa Mass,797
GRN-00323,PO-2024-00323,2025-03-04,Mint Flavour,4739
GRN-00323,PO-2024-00323,2025-03-04,Citric Acid,4153
GRN-00324,PO-2024-00324,2025-01-18,Warehousing,4792
GRN-00325,PO-2024-00325,2024-07-29,Security Services,2573
GRN-00325,PO-2024-00325,2024-07-29,Consulting,50
GRN-00325,PO-2024-00325,2024-07-29,Consulting,2213
GRN-00325,PO-2024-00325,2024-07-29,Housekeeping,732
GRN-00326,PO-2024-00326,2024-08-31,Mint Flavour,4692
GRN-00326,PO-2024-00326,2024-08-31,Citric Acid,1505
GRN-00327,PO-2024-00327,2025-06-04,Cold-Chain Haulage,3479
GRN-00327,PO-2024-00327,2025-06-04,Cold-Chain Haulage,1229
GRN-00327,PO-2024-00327,2025-06-04,Secondary Freight,1348
GRN-00328,PO-2024-00328,2025-01-04,Warehousing,2607
GRN-00329,PO-2024-00329,2024-02-06,Mint Flavour,3292
GRN-00329,PO-2024-00329,2024-02-06,Mint Flavour,1917
GRN-00330,PO-2024-00330,2024-09-29,Menthol Crystals,834
GRN-00330,PO-2024-00330,2024-09-29,Glucose Syrup,3118
GRN-00330,PO-2024-00330,2024-09-29,Milk Solids,4648
GRN-00331,PO-2024-00331,2024-06-19,Permitted Colour,3624
GRN-00332,PO-2024-00332,2025-04-20,Menthol Crystals,1040
GRN-00333,PO-2024-00333,2024-12-27,Permitted Colour,4322
GRN-00333,PO-2024-00333,2024-12-27,Cocoa Mass,665
GRN-00333,PO-2024-00333,2024-12-27,Cardamom Oil,2505
GRN-00334,PO-2024-00334,2024-11-21,Corrugated Box,5028
GRN-00334,PO-2024-00334,2024-11-21,Mono Carton,4024
GRN-00335,PO-2024-00335,2024-03-27,Permitted Colour,1201
GRN-00335,PO-2024-00335,2024-03-27,Cocoa Mass,305
GRN-00335,PO-2024-00335,2024-03-27,Citric Acid,1788
GRN-00335,PO-2024-00335,2024-03-27,Mint Flavour,2663
GRN-00336,PO-2024-00336,2024-03-24,Security Services,1913
GRN-00337,PO-2024-00337,2024-07-25,Refined Sugar,1787
GRN-00337,PO-2024-00337,2024-07-25,Milk Solids,1180
GRN-00337,PO-2024-00337,2024-07-25,Edible Starch,788
GRN-00337,PO-2024-00337,2024-07-25,Glucose Syrup,2141
GRN-00338,PO-2024-00338,2024-05-29,PET Bottle 500ml,2507
