invoice_no,po_no,grn_no,vendor_code,vendor_gstin,invoice_date,plant_code,subtotal,gst_pct,gst_amount,total_amount
INV/000184,PO-2024-00184,GRN-00184,VEND-0025,18SYN2169F1Z6,2025-01-13,PLNT-04,4940005.61,12,592800.67,5532806.28
INV/000185,PO-2024-00185,GRN-00185,VEND-0031,17SYN8242C1Z7,2024-12-06,PLNT-11,1113843.32,5,55692.17,1169535.49
INV/000186,PO-2024-00186,GRN-00186,VEND-0076,12SYN8277G1Z5,2024-05-25,PLNT-03,2529219.73,18,455259.55,2984479.28
INV/000187,PO-2024-00187,GRN-00187,VEND-0066,05SYN4082B1Z1,2024-06-18,PLNT-08,3033245.79,12,363989.49,3397235.28
INV/000188,PO-2024-00188,GRN-00188,VEND-0025,18SYN2169F1Z6,2024-04-22,PLNT-02,3327761.34,18,598997.04,3926758.38
INV/000188-D,PO-2024-00188,GRN-00188,VEND-0025,18SYN2169F1Z6,2024-04-22,PLNT-02,3327761.34,18,598997.04,3926758.38
INV/000189,PO-2024-00189,GRN-00189,VEND-0092,35SYN4762F1Z4,2024-08-28,PLNT-04,5533772.8,18,996079.1,6529851.9
INV/000190,PO-2024-00190,GRN-00190,VEND-0048,09SYN3488B1Z3,2024-07-19,PLNT-08,1311036.35,5,65551.82,1376588.17
INV/000191,PO-2024-00191,GRN-00191,VEND-0119,35SYN9930F1Z1,2024-03-16,PLNT-10,4647560.03,5,232378.0,4879938.03
INV/000192,PO-2024-00192,GRN-00192,VEND-0029,24SYN7301G1Z0,2024-12-22,PLNT-04,7780656.66,5,389032.83,8169689.49
INV/000193,PO-2024-00193,GRN-00193,VEND-0026,18SYN3971A1Z2,2024-02-27,PLNT-15,3396216.99,5,169810.85,3566027.84
INV/000194,PO-2024-00194,GRN-00194,VEND-0019,19SYN1394E1Z4,2024-03-15,PLNT-15,3037973.25,5,151898.66,3189871.91
INV/000195,PO-2024-00195,GRN-00195,VEND-0015,26SYN4190A1Z0,2025-04-27,PLNT-10,588245.68,12,70589.48,658835.16
INV/000196,PO-2024-00196,GRN-00196,VEND-0074,33SYN2148A1Z4,2024-12-14,PLNT-11,1379062.07,18,248231.17,1627293.24
INV/000197,PO-2024-00197,GRN-00197,VEND-0094,04SYN3482H1Z4,2025-02-15,PLNT-08,5432527.77,12,651903.33,6084431.1
INV/000198,PO-2024-00198,GRN-00198,VEND-0036,29SYN8022A1Z5,2025-05-24,PLNT-09,3042101.44,5,152105.07,3194206.51
INV/000199,PO-2024-00199,GRN-00199,VEND-0009,29SYN6794F1Z3,2024-11-05,PLNT-08,2685212.2,18,483338.2,3168550.4
INV/000200,PO-2024-00200,GRN-00200,VEND-0003,05SYN7275D1Z1,2025-02-26,PLNT-03,1758914.52,5,87945.73,1846860.25
INV/000201,PO-2024-00201,GRN-00201,VEND-0036,29SYN8022A1ZX,2025-04-24,PLNT-05,3281271.24,12,393752.55,3675023.79
INV/000202,PO-2024-00202,GRN-00202,VEND-0062,26SYN5460E1Z4,2024-03-27,PLNT-12,1728250.46,12,207390.06,1935640.52
INV/000203,PO-2024-00203,GRN-00203,VEND-0016,35SYN5010G1Z8,2024-10-31,PLNT-15,2360526.85,5,118026.34,2478553.19
INV/000204,PO-2024-00204,GRN-00204,VEND-0009,29SYN6794F1Z3,2024-03-11,PLNT-05,392303.1,12,47076.37,439379.47
INV/000205,PO-2024-00205,GRN-00205,VEND-0048,09SYN3488B1Z3,2024-08-16,PLNT-15,3707277.28,18,667309.91,4374587.19
INV/000206,PO-2024-00206,GRN-00206,VEND-0073,04SYN1867D1Z4,2024-06-02,PLNT-05,1150222.88,12,138026.75,1288249.63
INV/000207,PO-2024-00207,GRN-00207,VEND-0091,12SYN1205G1Z1,2024-05-19,PLNT-03,2785138.05,12,334216.57,3119354.62
INV/000208,PO-2024-00208,GRN-00208,VEND-0050,10SYN8394D1Z0,2024-08-24,PLNT-06,4134417.85,12,496130.14,4630547.99
INV/000209,PO-2024-00209,GRN-00209,VEND-0013,32SYN8447C1Z2,2024-03-20,PLNT-09,3087948.45,18,555830.72,3643779.17
INV/000210,PO-2024-00210,GRN-00210,VEND-0098,11SYN9583H1Z2,2025-04-27,PLNT-07,5666639.12,18,1019995.04,6686634.16
INV/000211,PO-2024-00211,GRN-00211,VEND-0081,06SYN6256H1Z0,2024-10-19,PLNT-15,4328903.17,12,519468.38,4848371.55
INV/000212,PO-2024-00212,GRN-00212,VEND-0026,18SYN3971A1Z2,2025-01-11,PLNT-13,6439983.93,18,1159197.11,7599181.04
INV/000213,PO-2024-00213,GRN-00213,VEND-0061,34SYN2370G1Z4,2025-01-01,PLNT-10,1723547.53,12,206825.7,1930373.23
INV/000214,PO-2024-00214,GRN-00214,VEND-0052,12SYN4908F1Z5,2025-05-10,PLNT-10,1191349.76,5,59567.49,1250917.25
INV/000215,PO-2024-00215,GRN-00215,VEND-0020,07SYN7689A1Z6,2025-01-16,PLNT-12,4752692.88,12,570323.15,5323016.03
INV/000216,PO-2024-00216,GRN-00216,VEND-0026,18SYN3971A1Z2,2025-02-18,PLNT-03,3312333.01,5,165616.65,3477949.66
INV/000217,PO-2024-00217,GRN-00217,VEND-0097,20SYN5260B1Z7,2025-04-24,PLNT-03,3438605.64,12,412632.68,3851238.32
INV/000218,PO-2024-00218,GRN-00218,VEND-0009,29SYN6794F1Z3,2024-01-31,PLNT-10,2959890.68,5,147994.53,3107885.21
INV/000219,PO-2024-00219,GRN-00219,VEND-0087,08SYN6288G1Z7,2024-03-16,PLNT-08,2212154.1,12,265458.49,2477612.59
INV/000220,PO-2024-00220,GRN-00220,VEND-0062,26SYN5460E1Z4,2024-06-11,PLNT-03,2027239.97,5,101362.0,2128601.97
INV/000220-D,PO-2024-00220,GRN-00220,VEND-0062,26SYN5460E1Z4,2024-06-11,PLNT-03,2027239.97,5,101362.0,2128601.97
INV/000221,PO-2024-00221,GRN-00221,VEND-0017,25SYN8004B1Z6,2025-06-20,PLNT-09,526612.46,12,63193.5,589805.96
INV/000222,PO-2024-00222,GRN-00222,VEND-0039,19SYN6118B1Z0,2025-03-01,PLNT-09,3983959.95,18,717112.79,4701072.74
INV/000223,PO-2024-00223,GRN-00223,VEND-0087,08SYN6288G1Z7,2025-01-23,PLNT-04,492164.48,12,59059.74,551224.22
INV/000224,PO-2024-00224,GRN-00224,VEND-0027,21SYN7027E1Z8,2024-06-06,PLNT-04,4256216.34,12,510745.96,4766962.3
INV/000225,PO-2024-00225,GRN-00225,VEND-0094,04SYN3482H1Z4,2024-05-11,PLNT-04,3986685.03,12,478402.2,4465087.23
INV/000226,PO-2024-00226,GRN-00226,VEND-0032,15SYN9081B1Z2,2024-11-21,PLNT-12,4021959.52,12,482635.14,4504594.66
INV/000227,PO-2024-00227,GRN-00227,VEND-0040,06SYN3209F1Z1,2024-05-11,PLNT-13,7944535.1,12,953344.21,8897879.31
INV/000228,PO-2024-00228,GRN-00228,VEND-0110,03SYN2271C1Z4,2025-02-20,PLNT-10,5039760.4,12,604771.25,5644531.65
INV/000229,PO-2024-00229,GRN-00229,VEND-0025,18SYN2169F1ZX,2025-05-23,PLNT-12,2949195.39,18,530855.17,3480050.56
INV/000230,PO-2024-00230,GRN-00230,VEND-0104,05SYN6993G1Z6,2024-01-18,PLNT-10,4393269.87,12,527192.38,4920462.25
INV/000231,PO-2024-00231,GRN-00231,VEND-0098,11SYN9583H1Z2,2024-03-25,PLNT-04,609362.0,18,109685.16,719047.16
INV/000232,PO-2024-00232,GRN-00232,VEND-0022,35SYN4697H1Z2,2024-06-25,PLNT-15,5239435.44,5,261971.77,5501407.21
INV/000233,PO-2024-00233,GRN-00233,VEND-0114,35SYN6712E1Z2,2024-06-12,PLNT-07,6443085.28,18,1159755.35,7602840.63
INV/000234,PO-2024-00234,GRN-00234,VEND-0062,26SYN5460E1Z4,2025-04-26,PLNT-07,1442538.36,12,173104.6,1615642.96
INV/000235,PO-2024-00235,GRN-00235,VEND-0065,23SYN4255D1Z8,2024-06-02,PLNT-03,5387510.56,5,269375.53,5656886.09
INV/000236,PO-2024-00236,GRN-00236,VEND-0026,18SYN3971A1Z2,2024-12-21,PLNT-07,1706556.13,5,85327.81,1791883.94
INV/000237,PO-2024-00237,GRN-00237,VEND-0036,29SYN8022A1Z5,2024-08-21,PLNT-08,1912187.2,12,229462.46,2141649.66
INV/000238,PO-2024-00238,GRN-00238,VEND-0110,03SYN2271C1Z4,2024-03-07,PLNT-12,501206.74,18,90217.21,591423.95
INV/000239,PO-2024-00239,GRN-00239,VEND-0079,19SYN7474H1ZX,2024-03-04,PLNT-15,2477847.28,5,123892.36,2601739.64
INV/000240,PO-2024-00240,GRN-00240,VEND-0006,29SYN5618E1Z1,2024-11-01,PLNT-06,5217164.57,5,260858.23,5478022.8
INV/000241,PO-2024-00241,GRN-00241,VEND-0071,11SYN7451D1Z7,2024-10-07,PLNT-04,1408426.24,18,253516.72,1661942.96
INV/000242,PO-2024-00242,GRN-00242,VEND-0068,33SYN5455H1Z6,2024-11-04,PLNT-11,4943966.16,12,593275.94,5537242.1
INV/000243,PO-2024-00243,GRN-00243,VEND-0045,05SYN6032E1Z7,2025-01-16,PLNT-06,1791624.1,18,322492.34,2114116.44
INV/000244,PO-2024-00244,GRN-00244,VEND-0111,21SYN4337E1Z2,2024-02-19,PLNT-01,6769887.14,18,1218579.69,7988466.83
INV/000245,PO-2024-00245,GRN-00245,VEND-0080,17SYN3777F1Z5,2025-03-11,PLNT-08,3962126.58,12,475455.19,4437581.77
INV/000246,PO-2024-00246,GRN-00246,VEND-0114,35SYN6712E1Z2,2024-02-22,PLNT-08,1718008.8,12,206161.06,1924169.86
INV/000247,PO-2024-00247,GRN-00247,VEND-0018,08SYN4274A1Z4,2024-11-15,PLNT-13,4551345.81,5,227567.29,4778913.1
INV/000248,PO-2024-00248,GRN-00248,VEND-0065,23SYN4255D1Z8,2024-07-14,PLNT-05,1240000.92,18,223200.17,1463201.09
INV/000249,PO-2024-00249,GRN-00249,VEND-0100,17SYN3560A1Z0,2025-02-11,PLNT-05,6343206.52,5,317160.33,6660366.85
INV/000250,PO-2024-00250,GRN-00250,VEND-0086,07SYN7098D1Z0,2025-05-20,PLNT-15,3091717.72,5,154585.89,3246303.61
INV/000251,PO-2024-00251,GRN-00251,VEND-0051,31SYN3532C1Z8,2025-01-18,PLNT-03,958177.17,5,47908.86,1006086.03
INV/000252,PO-2024-00252,GRN-00252,VEND-0018,08SYN4274A1Z4,2024-07-08,PLNT-11,3515152.57,5,175757.63,3690910.2
INV/000253,PO-2024-00253,GRN-00253,VEND-0089,36SYN6228E1Z4,2025-05-10,PLNT-03,157347.96,12,18881.76,176229.72
INV/000254,PO-2024-00254,GRN-00254,VEND-0047,14SYN4930C1Z8,2024-03-24,PLNT-04,1842671.93,5,92133.6,1934805.53
INV/000255,PO-2024-00255,GRN-00255,VEND-0069,18SYN3392H1Z6,2025-01-02,PLNT-04,642559.76,12,77107.17,719666.93
INV/000256,PO-2024-00256,GRN-00256,VEND-0103,12SYN5985A1Z2,2024-01-20,PLNT-03,2881766.84,12,345812.02,3227578.86
INV/000257,PO-2024-00257,GRN-00257,VEND-0112,31SYN5139H1Z7,2024-03-16,PLNT-04,5060793.06,5,253039.65,5313832.71
INV/000258,PO-2024-00258,GRN-00258,VEND-0079,19SYN7474H1Z5,2025-06-28,PLNT-07,1949540.2,18,350917.24,2300457.44
INV/000259,PO-2024-00259,GRN-00259,VEND-0003,05SYN7275D1Z1,2024-04-13,PLNT-14,2006249.86,5,100312.49,2106562.35
INV/000260,PO-2024-00260,GRN-00260,VEND-0010,30SYN5908D1Z3,2024-09-15,PLNT-12,260500.86,5,13025.04,273525.9
INV/000261,PO-2024-00261,GRN-00261,VEND-0082,24SYN6658A1Z0,2024-09-30,PLNT-08,5608360.48,18,1009504.89,6617865.37
INV/000262,PO-2024-00262,GRN-00262,VEND-0113,35SYN3853E1Z1,2025-04-17,PLNT-06,1104957.64,18,198892.38,1303850.02
INV/000263,PO-2024-00263,GRN-00263,VEND-0078,31SYN1175A1Z6,2024-11-09,PLNT-06,269375.05,12,32325.01,301700.06
INV/000264,PO-2024-00264,GRN-00264,VEND-0057,13SYN1204F1Z0,2024-08-12,PLNT-02,2302961.52,18,414533.07,2717494.59
INV/000265,PO-2024-00265,GRN-00265,VEND-0045,05SYN6032E1Z7,2025-02-04,PLNT-14,3813312.3,12,457597.48,4270909.78
INV/000266,PO-2024-00266,GRN-00266,VEND-0024,18SYN8160F1Z1,2024-02-06,PLNT-09,3298826.69,5,164941.33,3463768.02
INV/000267,PO-2024-00267,GRN-00267,VEND-0038,29SYN6000D1Z4,2024-12-03,PLNT-05,3579073.92,12,429488.87,4008562.79
INV/000268,PO-2024-00268,GRN-00268,VEND-0067,13SYN9656C1Z3,2025-04-08,PLNT-04,46844.4,12,5621.33,52465.73
INV/000269,PO-2024-00269,GRN-00269,VEND-0058,05SYN7943A1Z6,2024-11-30,PLNT-05,1050589.8,5,52529.49,1103119.29
INV/000270,PO-2024-00270,GRN-00270,VEND-0048,09SYN3488B1Z3,2025-03-25,PLNT-10,837695.58,18,150785.2,988480.78
INV/000271,PO-2024-00271,GRN-00271,VEND-0095,25SYN5415D1Z3,2024-07-03,PLNT-14,4536896.81,12,544427.62,5081324.43
INV/000272,PO-2024-00272,GRN-00272,VEND-0001,05SYN7964D1Z5,2024-11-04,PLNT-06,2678510.96,5,133925.55,2812436.51
INV/000273,PO-2024-00273,GRN-00273,VEND-0111,21SYN4337E1Z2,2025-05-06,PLNT-04,2797234.26,5,139861.71,2937095.97
INV/000274,PO-2024-00274,GRN-00274,VEND-0092,35SYN4762F1Z4,2025-05-26,PLNT-02,6032252.75,5,301612.64,6333865.39
INV/000275,PO-2024-00275,GRN-00275,VEND-0107,34SYN7917C1Z2,2024-10-27,PLNT-09,1423741.4,18,256273.45,1680014.85
INV/000276,PO-2024-00276,GRN-00276,VEND-0086,07SYN7098D1Z0,2025-01-03,PLNT-11,3460707.19,12,415284.86,3875992.05
INV/000277,PO-2024-00277,GRN-00277,VEND-0042,18SYN8694E1Z5,2025-05-19,PLNT-15,1897236.29,18,341502.53,2238738.82
INV/000278,PO-2024-00278,GRN-00278,VEND-0016,35SYN5010G1Z8,2024-08-29,PLNT-10,4616796.31,5,230839.82,4847636.13
INV/000279,PO-2024-00279,GRN-00279,VEND-0100,17SYN3560A1Z0,2024-04-28,PLNT-14,2673674.36,18,481261.38,3154935.74
INV/000280,PO-2024-00280,GRN-00280,VEND-0116,10SYN9921F1Z8,2024-11-30,PLNT-12,178529.28,12,21423.51,199952.79
INV/000281,PO-2024-00281,GRN-00281,VEND-0106,25SYN7571D1Z6,2025-01-01,PLNT-09,4173142.3,18,751165.61,4924307.91
INV/000282,PO-2024-00282,GRN-00282,VEND-0060,07SYN9104G1Z4,2024-07-17,PLNT-06,980770.07,12,117692.41,1098462.48
INV/000283,PO-2024-00283,GRN-00283,VEND-0054,29SYN9963D1Z5,2025-04-25,PLNT-10,5255925.26,12,630711.03,5886636.29
INV/000284,PO-2024-00284,GRN-00284,VEND-0024,18SYN8160F1Z1,2025-02-13,PLNT-06,649679.15,5,32483.96,682163.11
INV/000285,PO-2024-00285,GRN-00285,VEND-0031,17SYN8242C1Z7,2024-12-03,PLNT-14,194310.4,18,34975.87,229286.27
INV/000286,PO-2024-00286,GRN-00286,VEND-0029,24SYN7301G1Z0,2024-09-06,PLNT-15,6229965.06,12,747595.81,6977560.87
INV/000287,PO-2024-00287,GRN-00287,VEND-0065,23SYN4255D1Z8,2024-02-14,PLNT-08,1279307.57,5,63965.38,1343272.95
INV/000288,PO-2024-00288,GRN-00288,VEND-0074,33SYN2148A1Z4,2024-07-24,PLNT-12,5087436.44,18,915738.56,6003175.0
INV/000289,PO-2024-00289,GRN-00289,VEND-0053,06SYN6012A1Z4,2025-07-07,PLNT-01,1991237.94,18,358422.83,2349660.77
INV/000290,PO-2024-00290,GRN-00290,VEND-0042,18SYN8694E1Z5,2025-05-02,PLNT-11,4707045.68,5,235352.28,4942397.96
INV/000291,PO-2024-00291,GRN-00291,VEND-0067,13SYN9656C1Z3,2025-02-26,PLNT-12,670562.28,18,120701.21,791263.49
INV/000292,PO-2024-00292,GRN-00292,VEND-0079,19SYN7474H1Z5,2024-03-09,PLNT-08,2905338.23,18,522960.88,3428299.11
INV/000293,PO-2024-00293,GRN-00293,VEND-0013,32SYN8447C1Z2,2024-06-29,PLNT-03,372651.84,5,18632.59,391284.43
INV/000294,PO-2024-00294,GRN-00294,VEND-0039,19SYN6118B1Z0,2025-02-21,PLNT-09,974708.65,18,175447.56,1150156.21
INV/000295,PO-2024-00295,GRN-00295,VEND-0101,14SYN8435H1Z0,2024-10-23,PLNT-11,2678621.12,18,482151.8,3160772.92
INV/000296,PO-2024-00296,GRN-00296,VEND-0041,17SYN7014B1Z5,2024-01-13,PLNT-14,1142874.21,18,205717.36,1348591.57
INV/000297,PO-2024-00297,GRN-00297,VEND-0047,14SYN4930C1Z8,2025-05-28,PLNT-08,1755639.85,5,87781.99,1843421.84
INV/000298,PO-2024-00298,GRN-00298,VEND-0111,21SYN4337E1Z2,2024-09-02,PLNT-10,3163432.11,18,569417.78,3732849.89
INV/000299,PO-2024-00299,GRN-00299,VEND-0014,24SYN2486G1Z6,2025-04-07,PLNT-02,1243477.52,18,223825.95,1467303.47
INV/000300,PO-2024-00300,GRN-00300,VEND-0120,33SYN1818E1Z6,2024-01-12,PLNT-15,3925314.55,18,706556.62,4631871.17
INV/000301,PO-2024-00301,GRN-00301,VEND-0020,07SYN7689A1Z6,2024-08-31,PLNT-04,7510829.38,5,375541.47,7886370.85
INV/000302,PO-2024-00302,GRN-00302,VEND-0024,18SYN8160F1Z1,2024-03-23,PLNT-12,2661316.57,5,133065.83,2794382.4
INV/000303,PO-2024-00303,GRN-00303,VEND-0082,24SYN6658A1Z0,2025-01-23,PLNT-07,2072586.77,12,248710.41,2321297.18
INV/000304,PO-2024-00304,GRN-00304,VEND-0070,35SYN3371H1Z7,2024-03-07,PLNT-09,2351468.28,12,282176.19,2633644.47
INV/000305,PO-2024-00305,GRN-00305,VEND-0100,17SYN3560A1Z0,2025-02-10,PLNT-09,3338221.0,12,400586.52,3738807.52
INV/000306,PO-2024-00306,GRN-00306,VEND-0057,13SYN1204F1Z0,2024-10-05,PLNT-01,5959220.61,18,1072659.71,7031880.32
INV/000307,PO-2024-00307,GRN-00307,VEND-0081,06SYN6256H1Z0,2024-10-29,PLNT-14,4703390.51,5,235169.53,4938560.04
INV/000308,PO-2024-00308,GRN-00308,VEND-0075,26SYN2821G1Z6,2024-08-22,PLNT-05,1790404.82,5,89520.24,1879925.06
INV/000309,PO-2024-00309,GRN-00309,VEND-0120,33SYN1818E1Z6,2025-03-04,PLNT-10,529506.64,5,26475.33,555981.97
INV/000309-D,PO-2024-00309,GRN-00309,VEND-0120,33SYN1818E1Z6,2025-03-04,PLNT-10,529506.64,5,26475.33,555981.97
INV/000310,PO-2024-00310,GRN-00310,VEND-0065,23SYN4255D1Z8,2024-02-22,PLNT-13,4771307.99,12,572556.96,5343864.95
INV/000311,PO-2024-00311,GRN-00311,VEND-0041,17SYN7014B1Z5,2025-06-07,PLNT-03,1328256.96,5,66412.85,1394669.81
INV/000312,PO-2024-00312,GRN-00312,VEND-0024,18SYN8160F1Z1,2025-07-03,PLNT-04,514128.18,18,92543.07,606671.25
INV/000313,PO-2024-00313,GRN-00313,VEND-0098,11SYN9583H1Z2,2024-11-06,PLNT-08,3339083.66,5,166954.18,3506037.84
INV/000314,PO-2024-00314,GRN-00314,VEND-0090,14SYN6511D1Z5,2024-04-27,PLNT-05,4919288.92,12,590314.67,5509603.59
INV/000315,PO-2024-00315,GRN-00315,VEND-0030,12SYN7909B1Z7,2025-01-08,PLNT-06,705973.91,5,35298.7,741272.61
INV/000316,PO-2024-00316,GRN-00316,VEND-0065,23SYN4255D1Z8,2025-06-16,PLNT-13,4316693.82,12,518003.26,4834697.08
INV/000317,PO-2024-00317,GRN-00317,VEND-0076,12SYN8277G1Z5,2024-07-24,PLNT-08,2229605.73,5,111480.29,2341086.02
INV/000318,PO-2024-00318,GRN-00318,VEND-0022,35SYN4697H1Z2,2025-04-05,PLNT-05,4963684.11,12,595642.09,5559326.2
INV/000319,PO-2024-00319,GRN-00319,VEND-0048,09SYN3488B1Z3,2025-06-10,PLNT-10,3162636.2,12,379516.34,3542152.54
INV/000320,PO-2024-00320,GRN-00320,VEND-0068,33SYN5455H1Z6,2025-03-16,PLNT-11,5726318.14,12,687158.18,6413476.32
INV/000321,PO-2024-00321,GRN-00321,VEND-0012,21SYN8990D1Z0,2024-09-01,PLNT-09,337388.32,5,16869.42,354257.74
INV/000322,PO-2024-00322,GRN-00322,VEND-0024,18SYN8160F1Z1,2025-05-28,PLNT-09,913248.72,12,109589.85,1022838.57
INV/000323,PO-2024-00323,GRN-00323,VEND-0019,19SYN1394E1Z4,2025-03-06,PLNT-10,7494299.46,18,1348973.9,8843273.36
INV/000324,PO-2024-00324,GRN-00324,VEND-0024,18SYN8160F1Z1,2025-01-18,PLNT-05,2541485.12,18,457467.32,2998952.44
INV/000325,PO-2024-00325,GRN-00325,VEND-0086,07SYN7098D1Z0,2024-07-29,PLNT-13,1961928.35,5,98096.42,2060024.77
INV/000326,PO-2024-00326,GRN-00326,VEND-0010,30SYN5908D1Z3,2024-09-06,PLNT-02,2993726.76,12,359247.21,3352973.97
INV/000327,PO-2024-00327,GRN-00327,VEND-0012,21SYN8990D1Z0,2025-06-06,PLNT-05,671804.62,5,33590.23,705394.85
INV/000328,PO-2024-00328,GRN-00328,VEND-0097,20SYN5260B1Z7,2025-01-11,PLNT-02,1425299.04,18,256553.83,1681852.87
INV/000329,PO-2024-00329,GRN-00329,VEND-0106,25SYN7571D1Z6,2024-02-06,PLNT-03,3918538.8,5,195926.94,4114465.74
INV/000330,PO-2024-00330,GRN-00330,VEND-0079,19SYN7474H1Z5,2024-10-02,PLNT-10,6816071.12,5,340803.56,7156874.68
INV/000331,PO-2024-00331,GRN-00331,VEND-0106,25SYN7571D1Z6,2024-06-22,PLNT-08,41567.28,18,7482.11,49049.39
INV/000332,PO-2024-00332,GRN-00332,VEND-0079,19SYN7474H1Z5,2025-04-22,PLNT-06,381586.4,12,45790.37,427376.77
INV/000333,PO-2024-00333,GRN-00333,VEND-0061,34SYN2370G1Z4,2025-01-03,PLNT-06,2649616.58,12,317953.99,2967570.57
INV/000334,PO-2024-00334,GRN-00334,VEND-0073,04SYN1867D1Z4,2024-11-25,PLNT-03,4020951.57,18,723771.28,4744722.85
INV/000335,PO-2024-00335,GRN-00335,VEND-0014,24SYN2486G1Z6,2024-04-02,PLNT-07,4144975.67,12,497397.08,4642372.75
INV/000336,PO-2024-00336,GRN-00336,VEND-0094,04SYN3482H1Z4,2024-03-26,PLNT-07,1419790.34,18,255562.26,1675352.6
INV/000337,PO-2024-00337,GRN-00337,VEND-0113,35SYN3853E1Z1,2024-08-03,PLNT-01,3181909.53,18,572743.72,3754653.25
INV/000338,PO-2024-00338,GRN-00338,VEND-0039,19SYN6118B1Z0,2024-05-29,PLNT-10,4537385.26,12,544486.23,5081871.49
INV/000339,PO-2024-00339,GRN-00339,VEND-0036,29SYN8022A1Z5,2024-05-06,PLNT-09,2822802.55,5,141140.13,2963942.68
INV/000340,PO-2024-00340,GRN-00340,VEND-0072,17SYN7631F1Z2,2024-06-06,PLNT-10,5862838.93,5,293141.95,6155980.88
INV/000341,PO-2024-00341,GRN-00341,VEND-0077,21SYN2590G1Z4,2024-02-24,PLNT-04,4081240.61,5,204062.03,4285302.64
INV/000342,PO-2024-00342,GRN-00342,VEND-0087,08SYN6288G1Z7,2024-05-20,PLNT-10,5016637.63,5,250831.88,5267469.51
INV/000343,PO-2024-00343,GRN-00343,VEND-0089,36SYN6228E1Z4,2024-09-07,PLNT-08,1759763.55,12,211171.63,1970935.18
INV/000344,PO-2024-00344,GRN-00344,VEND-0053,06SYN6012A1Z4,2025-01-25,PLNT-14,3111403.52,12,373368.42,3484771.94
INV/000345,PO-2024-00345,GRN-00345,VEND-0101,14SYN8435H1Z0,2024-06-25,PLNT-07,1162307.89,18,209215.42,1371523.31
INV/000346,PO-2024-00346,GRN-00346,VEND-0105,06SYN3530G1Z2,2024-08-03,PLNT-01,3890605.95,18,700309.07,4590915.02
INV/000347,PO-2024-00347,GRN-00347,VEND-0047,14SYN4930C1Z8,2025-03-29,PLNT-10,7200637.65,12,864076.52,8064714.17
INV/000348,PO-2024-00348,GRN-00348,VEND-0114,35SYN6712E1Z2,2024-10-21,PLNT-02,1042995.72,12,125159.49,1168155.21
INV/000349,PO-2024-00349,GRN-00349,VEND-0068,33SYN5455H1Z6,2024-02-17,PLNT-14,3214944.9,12,385793.39,3600738.29
INV/000350,PO-2024-00350,GRN-00350,VEND-0120,33SYN1818E1Z6,2024-07-13,PLNT-06,4098214.58,12,491785.75,4590000.33
INV/000351,PO-2024-00351,GRN-00351,VEND-0049,36SYN8679G1Z0,2025-04-18,PLNT-03,675754.8,5,33787.74,709542.54
INV/000352,PO-2024-00352,GRN-00352,VEND-0067,13SYN9656C1Z3,2025-01-24,PLNT-05,2691926.28,18,484546.73,3176473.01
INV/000353,PO-2024-00353,GRN-00353,VEND-0117,08SYN2481G1Z4,2024-03-11,PLNT-04,253339.52,18,45601.11,298940.63
INV/000354,PO-2024-00354,GRN-00354,VEND-0016,35SYN5010G1Z8,2025-04-20,PLNT-06,1818473.51,18,327325.23,2145798.74
INV/000355,PO-2024-00355,GRN-00355,VEND-0015,26SYN4190A1Z0,2024-03-03,PLNT-04,4696864.5,5,234843.23,4931707.73
INV/000356,PO-2024-00356,GRN-00356,VEND-0024,18SYN8160F1Z1,2024-09-12,PLNT-01,5023943.05,12,602873.17,5626816.22
INV/000357,PO-2024-00357,GRN-00357,VEND-0098,11SYN9583H1Z2,2025-06-26,PLNT-07,3757285.51,18,676311.39,4433596.9
INV/000358,PO-2024-00358,GRN-00358,VEND-0061,34SYN2370G1Z4,2025-01-07,PLNT-03,2497432.3,18,449537.81,2946970.11
INV/000359,PO-2024-00359,,VEND-0090,14SYN6511D1Z5,2024-06-30,PLNT-11,5236116.8,5,261805.84,5497922.64
INV/000360,PO-2024-00360,GRN-00360,VEND-0026,18SYN3971A1Z2,2024-09-22,PLNT-14,8395701.62,5,419785.08,8815486.7
INV/000361,PO-2024-00361,GRN-00361,VEND-0061,34SYN2370G1Z4,2024-10-04,PLNT-12,771103.04,18,138798.55,909901.59
INV/000362,PO-2024-00362,GRN-00362,VEND-0090,14SYN6511D1Z5,2025-03-19,PLNT-04,124334.94,5,6216.75,130551.69
INV/000363,PO-2024-00363,GRN-00363,VEND-0081,06SYN6256H1Z0,2024-08-18,PLNT-15,625868.14,5,31293.41,657161.55
INV/000364,PO-2024-00364,GRN-00364,VEND-0064,12SYN7152C1Z5,2024-05-27,PLNT-06,9474043.45,5,473702.17,9947745.62
INV/000365,PO-2024-00365,GRN-00365,VEND-0049,36SYN8679G1Z0,2024-05-22,PLNT-12,4275403.78,5,213770.19,4489173.97
INV/000366,PO-2024-00366,GRN-00366,VEND-0037,18SYN7345C1Z2,2025-01-07,PLNT-12,2654419.41,18,477795.49,3132214.9
INV/000367,PO-2024-00367,GRN-00367,VEND-0114,35SYN6712E1Z2,2024-11-05,PLNT-10,2025021.36,12,243002.56,2268023.92
INV/000368,PO-2024-00368,GRN-00368,VEND-0090,14SYN6511D1Z5,2024-11-15,PLNT-03,5266695.93,12,632003.51,5898699.44
INV/000369,PO-2024-00369,GRN-00369,VEND-0027,21SYN7027E1Z8,2025-01-14,PLNT-15,1562066.44,18,281171.96,1843238.4
