emp_id,manager_support,growth_opportunity,work_life_balance,recognition,pay_fairness,survey_month
EMP-01743,3.4,3.9,2.8,2.6,2.9,2025-06
EMP-01744,2.9,2.9,2.8,3.7,3.1,2025-06
EMP-01745,3.4,4.0,2.3,3.5,3.0,2025-06
EMP-01746,3.2,2.8,4.2,2.3,3.5,2025-06
EMP-01747,5.0,5.0,4.7,5.0,4.8,2025-06
EMP-01748,3.2,2.9,2.4,3.2,3.8,2025-06
EMP-01749,1.4,2.1,1.6,2.0,1.0,2025-06
EMP-01750,4.9,5.0,4.4,5.0,5.0,2025-06
EMP-01751,2.5,2.4,2.9,3.0,2.8,2025-06
EMP-01752,4.7,3.9,5.0,4.2,4.9,2025-06
EMP-01753,2.3,2.1,2.2,2.3,3.4,2025-06
EMP-01754,4.5,3.6,3.7,4.0,4.1,2025-06
EMP-01755,2.5,4.1,3.7,4.1,3.4,2025-06
EMP-01756,4.7,4.9,3.6,5.0,3.8,2025-06
EMP-01757,3.8,2.8,2.7,1.7,3.1,2025-06
EMP-01758,3.3,2.1,2.7,3.2,4.2,2025-06
EMP-01759,3.8,4.2,4.8,3.3,3.0,2025-06
EMP-01760,3.3,3.4,2.6,3.3,2.8,2025-06
EMP-01761,1.5,1.0,1.5,1.0,1.0,2025-06
EMP-01762,2.2,4.6,4.4,2.6,2.5,2025-06
EMP-01763,5.0,5.0,5.0,4.0,4.3,2025-06
EMP-01764,1.8,2.8,1.0,1.5,1.1,2025-06
EMP-01765,4.2,3.7,3.5,4.0,3.8,2025-06
EMP-01766,3.1,2.6,3.6,3.5,3.6,2025-06
EMP-01767,5.0,5.0,5.0,5.0,5.0,2025-06
EMP-01768,2.6,1.5,3.2,2.1,1.8,2025-06
EMP-01769,3.8,3.4,3.8,3.0,2.5,2025-06
EMP-01770,4.6,3.3,4.4,4.8,2.8,2025-06
EMP-01771,2.6,3.1,2.4,2.2,2.5,2025-06
EMP-01772,3.1,2.8,2.3,2.8,2.1,2025-06
EMP-01773,3.3,3.6,2.6,3.7,3.1,2025-06
EMP-01774,3.5,2.2,3.7,1.7,3.3,2025-06
EMP-01775,4.0,2.7,3.3,2.4,2.9,2025-06
EMP-01776,2.9,3.0,4.3,3.4,5.0,2025-06
EMP-01777,4.5,4.2,4.7,4.3,5.0,2025-06
EMP-01778,3.8,4.0,4.2,3.5,3.8,2025-06
EMP-01779,3.2,3.0,4.4,3.5,2.6,2025-06
EMP-01780,4.0,5.0,4.8,3.3,4.0,2025-06
EMP-01781,4.0,4.9,5.0,4.1,4.4,2025-06
EMP-01782,3.4,3.0,2.5,2.6,3.5,2025-06
EMP-01783,3.5,3.8,4.7,4.0,3.3,2025-06
EMP-01784,2.9,1.8,2.5,2.0,1.2,2025-06
EMP-01785,1.8,1.0,1.2,2.3,1.6,2025-06
EMP-01786,5.0,5.0,5.0,5.0,4.7,2025-06
EMP-01787,1.9,3.3,3.9,2.0,2.8,2025-06
EMP-01788,2.8,3.0,3.5,4.2,3.1,2025-06
EMP-01789,2.3,3.1,1.9,2.8,2.1,2025-06
EMP-01790,2.3,2.2,1.9,2.3,2.4,2025-06
EMP-01791,3.4,2.2,2.0,3.4,1.4,2025-06
EMP-01792,2.3,5.0,3.9,4.7,4.0,2025-06
EMP-01793,2.4,2.2,3.3,2.6,3.3,2025-06
EMP-01794,3.6,2.6,4.1,2.4,3.4,2025-06
EMP-01795,2.5,2.7,2.2,3.0,4.0,2025-06
EMP-01796,4.1,4.6,4.6,3.9,4.1,2025-06
EMP-01797,3.2,3.7,4.2,4.4,4.1,2025-06
EMP-01798,3.6,1.7,3.0,2.4,3.8,2025-06
EMP-01799,3.7,4.0,3.1,4.6,4.0,2025-06
EMP-01800,3.9,2.6,2.6,2.7,4.1,2025-06
EMP-01801,4.0,2.9,4.2,3.0,3.6,2025-06
EMP-01802,4.2,2.9,4.0,3.2,3.5,2025-06
EMP-01803,4.0,3.3,4.2,3.2,4.0,2025-06
EMP-01804,2.3,2.4,2.9,3.2,2.5,2025-06
EMP-01805,3.6,3.5,4.3,4.7,3.9,2025-06
EMP-01806,5.0,4.5,4.7,4.9,4.5,2025-06
EMP-01807,3.5,4.2,3.4,3.1,4.0,2025-06
EMP-01808,4.0,2.8,3.0,3.3,4.5,2025-06
EMP-01809,3.6,3.1,3.4,3.0,2.2,2025-06
EMP-01810,3.6,3.8,3.1,3.8,4.5,2025-06
EMP-01811,1.8,1.0,1.6,1.8,2.1,2025-06
EMP-01812,5.0,4.2,5.0,4.4,5.0,2025-06
EMP-01813,4.3,4.3,4.1,5.0,3.9,2025-06
EMP-01814,2.5,2.8,1.7,2.7,2.7,2025-06
EMP-01815,2.9,2.9,3.2,4.6,4.2,2025-06
EMP-01816,3.1,2.9,3.2,3.0,2.9,2025-06
EMP-01817,3.4,3.9,3.8,3.5,4.2,2025-06
EMP-01818,3.9,3.9,2.5,3.3,3.1,2025-06
EMP-01819,5.0,4.0,4.2,3.4,3.5,2025-06
EMP-01820,2.8,3.2,2.4,2.4,2.8,2025-06
EMP-01821,4.1,3.1,3.2,3.1,3.2,2025-06
EMP-01822,4.0,3.6,5.0,3.7,4.9,2025-06
EMP-01823,3.3,2.7,2.8,2.3,2.7,2025-06
EMP-01824,1.8,1.0,1.0,1.5,1.0,2025-06
EMP-01825,4.1,3.8,4.4,3.6,3.9,2025-06
EMP-01826,5.0,5.0,3.7,4.1,5.0,2025-06
EMP-01827,4.2,4.2,4.0,4.5,3.7,2025-06
EMP-01828,3.4,3.6,3.7,3.4,3.6,2025-06
EMP-01829,2.8,4.1,3.0,3.6,2.9,2025-06
EMP-01830,5.0,4.2,3.6,3.0,4.1,2025-06
EMP-01831,1.2,2.1,1.7,1.0,2.0,2025-06
EMP-01832,3.4,3.2,2.5,2.6,2.3,2025-06
EMP-01833,4.4,3.0,3.3,4.9,3.7,2025-06
EMP-01834,5.0,4.9,4.4,4.5,3.7,2025-06
EMP-01835,4.2,3.3,3.6,3.4,3.4,2025-06
EMP-01836,5.0,3.9,4.5,4.4,4.6,2025-06
EMP-01837,1.9,3.8,3.0,3.7,2.7,2025-06
EMP-01838,1.4,1.7,1.0,1.0,1.0,2025-06
EMP-01839,3.0,4.8,4.9,3.4,4.5,2025-06
EMP-01840,3.8,4.1,4.5,3.4,4.0,2025-06
EMP-01841,3.8,3.5,4.0,3.6,3.4,2025-06
EMP-01842,4.4,3.2,4.4,4.1,3.9,2025-06
EMP-01843,3.1,3.5,4.5,3.2,3.0,2025-06
EMP-01844,2.7,3.6,2.6,2.9,3.2,2025-06
EMP-01845,3.5,3.5,2.6,4.4,3.6,2025-06
EMP-01846,3.7,4.0,3.2,2.6,3.1,2025-06
EMP-01847,3.0,2.8,2.2,3.1,3.3,2025-06
EMP-01848,3.2,1.6,1.0,1.6,2.4,2025-06
EMP-01849,2.1,2.3,1.3,2.3,1.8,2025-06
EMP-01850,3.7,2.6,3.4,3.7,3.0,2025-06
EMP-01851,1.6,2.3,1.0,1.0,1.0,2025-06
EMP-01852,1.4,1.4,1.4,1.7,1.4,2025-06
EMP-01853,3.9,3.3,1.0,2.9,2.7,2025-06
EMP-01854,2.8,3.8,3.6,3.4,3.7,2025-06
EMP-01855,1.9,2.6,3.4,3.0,3.4,2025-06
EMP-01856,1.2,1.5,1.2,1.2,2.2,2025-06
EMP-01857,4.6,4.8,5.0,5.0,4.5,2025-06
EMP-01858,2.7,2.7,2.6,1.8,2.3,2025-06
EMP-01859,2.0,2.7,2.2,3.9,3.1,2025-06
EMP-01860,2.6,1.0,1.8,1.7,3.7,2025-06
EMP-01861,4.8,4.0,5.0,5.0,4.9,2025-06
EMP-01862,4.0,2.9,4.2,3.1,3.8,2025-06
EMP-01863,3.6,4.2,2.8,2.8,3.1,2025-06
EMP-01864,2.9,3.7,1.8,3.1,3.2,2025-06
EMP-01865,3.6,2.3,4.2,3.0,4.4,2025-06
EMP-01866,2.6,1.7,2.3,1.7,2.0,2025-06
EMP-01867,3.6,2.9,3.7,3.5,3.3,2025-06
EMP-01868,2.1,3.0,1.2,3.4,4.5,2025-06
EMP-01869,3.7,3.3,4.2,3.9,3.2,2025-06
EMP-01870,3.6,3.6,3.8,4.9,4.3,2025-06
EMP-01871,2.6,2.1,2.6,3.2,3.1,2025-06
EMP-01872,1.4,1.9,1.1,1.3,1.8,2025-06
EMP-01873,3.3,2.2,3.3,1.6,2.5,2025-06
EMP-01874,1.9,3.6,2.4,1.2,3.7,2025-06
EMP-01875,4.0,4.4,3.3,3.3,3.6,2025-06
EMP-01876,3.7,4.7,3.5,2.3,2.9,2025-06
EMP-01877,1.5,3.3,2.2,2.8,2.1,2025-06
EMP-01878,1.3,3.1,1.8,2.3,1.0,2025-06
EMP-01879,3.1,5.0,4.9,4.3,4.9,2025-06
EMP-01880,2.8,2.4,2.8,2.8,2.5,2025-06
EMP-01881,4.8,4.8,5.0,5.0,4.8,2025-06
EMP-01882,3.5,3.7,3.6,3.4,3.0,2025-06
EMP-01883,4.2,4.4,3.0,3.6,4.0,2025-06
EMP-01884,3.4,3.4,2.5,2.8,3.6,2025-06
EMP-01885,3.3,4.0,4.2,3.7,4.2,2025-06
EMP-01886,4.4,4.2,4.0,4.1,4.9,2025-06
EMP-01887,4.1,4.2,5.0,5.0,4.0,2025-06
EMP-01888,1.0,1.0,1.5,2.1,1.0,2025-06
EMP-01889,4.8,4.5,4.3,5.0,4.1,2025-06
EMP-01890,4.1,3.5,3.6,3.9,4.1,2025-06
EMP-01891,4.3,2.6,3.6,4.1,3.5,2025-06
EMP-01892,4.2,4.5,5.0,4.3,3.8,2025-06
EMP-01893,4.0,5.0,5.0,5.0,5.0,2025-06
EMP-01894,3.6,4.6,4.6,3.7,3.6,2025-06
EMP-01895,3.1,2.8,1.9,2.6,2.9,2025-06
EMP-01896,2.8,2.9,2.5,2.3,2.9,2025-06
EMP-01897,4.3,5.0,4.1,3.5,2.6,2025-06
EMP-01898,4.7,4.4,4.4,3.7,5.0,2025-06
EMP-01899,2.1,2.2,1.0,2.2,1.0,2025-06
EMP-01900,4.1,4.0,3.4,3.4,5.0,2025-06
EMP-01901,3.8,2.4,3.3,4.2,3.7,2025-06
EMP-01902,3.0,1.2,2.0,1.3,1.6,2025-06
EMP-01903,3.2,3.3,4.0,4.1,4.1,2025-06
EMP-01904,4.0,3.9,4.2,4.6,3.8,2025-06
EMP-01905,2.3,4.3,2.4,2.4,2.1,2025-06
EMP-01906,1.8,2.1,1.8,2.7,3.1,2025-06
EMP-01907,5.0,4.7,3.6,5.0,4.5,2025-06
EMP-01908,1.8,2.9,2.9,3.2,3.9,2025-06
EMP-01909,3.9,3.6,5.0,5.0,4.9,2025-06
EMP-01910,2.6,2.1,1.9,2.5,1.5,2025-06
EMP-01911,3.9,4.2,3.3,3.3,4.2,2025-06
EMP-01912,4.2,4.6,3.7,3.6,4.0,2025-06
EMP-01913,3.4,5.0,4.1,3.7,5.0,2025-06
EMP-01914,4.7,4.9,3.7,4.4,4.4,2025-06
EMP-01915,3.8,2.6,2.9,3.0,2.6,2025-06
EMP-01916,3.5,3.8,3.8,4.3,4.2,2025-06
EMP-01917,1.9,2.4,2.1,2.5,2.2,2025-06
EMP-01918,2.5,2.2,3.4,2.4,1.4,2025-06
EMP-01919,2.4,2.8,2.8,3.2,3.5,2025-06
EMP-01920,4.2,3.2,4.9,3.5,4.8,2025-06
EMP-01921,3.8,5.0,4.4,5.0,5.0,2025-06
EMP-01922,3.5,5.0,4.1,5.0,4.2,2025-06
EMP-01923,3.3,2.6,2.6,3.1,3.0,2025-06
EMP-01924,3.1,4.6,4.4,4.4,3.2,2025-06
EMP-01925,3.9,4.3,3.7,3.9,4.0,2025-06
EMP-01926,4.6,3.2,3.2,4.2,4.2,2025-06
EMP-01927,3.6,3.8,3.4,3.7,3.6,2025-06
EMP-01928,2.8,3.1,3.3,2.8,4.3,2025-06
EMP-01929,3.6,3.1,3.6,4.6,3.7,2025-06
EMP-01930,3.0,3.1,2.8,2.8,2.6,2025-06
EMP-01931,3.4,3.6,2.5,2.8,3.5,2025-06
EMP-01932,3.3,3.3,4.3,3.3,3.1,2025-06
EMP-01933,2.1,3.4,2.5,3.4,2.9,2025-06
EMP-01934,2.0,1.5,1.9,2.9,2.4,2025-06
EMP-01935,2.8,3.5,4.5,5.0,4.3,2025-06
EMP-01936,4.0,3.9,2.2,3.9,4.5,2025-06
EMP-01937,5.0,4.6,5.0,5.0,5.0,2025-06
EMP-01938,3.3,3.6,4.8,2.8,3.0,2025-06
EMP-01939,2.9,3.4,3.5,2.4,2.1,2025-06
EMP-01940,2.2,2.3,2.2,2.7,3.2,2025-06
EMP-01941,4.2,3.0,3.0,3.6,3.7,2025-06
EMP-01942,3.1,4.0,3.9,3.9,4.7,2025-06
EMP-01943,3.0,1.9,3.4,3.5,3.1,2025-06
EMP-01944,1.3,2.7,3.1,2.1,2.3,2025-06
EMP-01945,2.8,2.8,3.6,2.6,3.0,2025-06
EMP-01946,4.0,3.5,3.3,4.8,2.5,2025-06
EMP-01947,2.9,3.8,3.8,3.9,3.1,2025-06
EMP-01948,2.5,2.5,1.6,2.7,2.5,2025-06
EMP-01949,4.6,3.5,4.0,2.8,3.8,2025-06
EMP-01950,3.7,4.3,4.2,3.7,4.4,2025-06
EMP-01951,2.6,2.0,3.0,2.6,4.1,2025-06
EMP-01952,2.9,2.9,2.9,4.1,2.7,2025-06
EMP-01953,2.4,2.7,4.0,2.4,2.5,2025-06
EMP-01954,4.7,3.7,3.9,3.5,2.7,2025-06
EMP-01955,4.9,5.0,3.2,3.9,4.7,2025-06
EMP-01956,5.0,3.7,4.5,4.0,3.3,2025-06
EMP-01957,3.7,1.6,2.5,2.4,1.8,2025-06
EMP-01958,4.0,3.0,3.0,3.4,3.4,2025-06
EMP-01959,1.3,1.0,2.2,2.0,1.0,2025-06
EMP-01960,3.5,4.9,3.3,3.2,3.5,2025-06
EMP-01961,5.0,4.5,3.3,3.5,3.8,2025-06
EMP-01962,4.4,5.0,4.4,5.0,4.1,2025-06
EMP-01963,1.7,2.3,2.2,2.8,1.0,2025-06
EMP-01964,1.8,3.2,1.6,2.3,2.8,2025-06
EMP-01965,2.4,3.1,3.2,3.8,3.4,2025-06
EMP-01966,1.4,1.7,2.4,2.9,2.1,2025-06
EMP-01967,3.1,3.8,2.8,5.0,3.6,2025-06
EMP-01968,3.6,3.7,3.4,4.3,4.0,2025-06
EMP-01969,2.6,1.6,1.2,2.7,2.3,2025-06
EMP-01970,3.5,3.2,3.0,3.6,3.4,2025-06
EMP-01971,2.9,2.5,2.0,1.4,2.1,2025-06
EMP-01972,4.7,5.0,4.5,4.8,4.0,2025-06
EMP-01973,3.7,2.8,3.0,4.4,5.0,2025-06
EMP-01974,2.6,2.7,2.6,2.3,3.4,2025-06
EMP-01975,3.5,2.3,2.9,1.2,3.2,2025-06
EMP-01976,3.5,3.0,4.0,4.2,4.6,2025-06
EMP-01977,5.0,4.9,5.0,3.5,4.4,2025-06
EMP-01978,2.0,2.6,2.3,1.8,2.6,2025-06
EMP-01979,2.9,2.4,2.7,2.0,3.0,2025-06
EMP-01980,3.9,2.4,2.8,1.5,2.5,2025-06
EMP-01981,5.0,5.0,4.5,5.0,5.0,2025-06
EMP-01982,1.0,2.3,1.7,1.8,1.2,2025-06
EMP-01983,4.0,4.8,3.4,5.0,4.0,2025-06
EMP-01984,4.1,4.2,2.9,3.5,2.3,2025-06
EMP-01985,3.4,4.0,3.8,4.5,3.1,2025-06
EMP-01986,2.9,3.4,4.2,2.7,2.8,2025-06
EMP-01987,3.1,3.2,4.5,3.8,3.2,2025-06
EMP-01988,2.5,3.4,2.8,1.9,2.8,2025-06
EMP-01989,5.0,3.9,4.7,4.2,3.7,2025-06
EMP-01990,4.0,4.8,4.6,5.0,4.8,2025-06
EMP-01991,2.1,1.0,2.2,2.5,1.8,2025-06
EMP-01992,4.4,3.7,3.4,3.9,3.3,2025-06
EMP-01993,2.5,2.3,3.2,3.1,2.7,2025-06
EMP-01994,2.8,3.2,3.3,3.5,3.3,2025-06
EMP-01995,4.8,3.9,5.0,4.9,5.0,2025-06
EMP-01996,2.8,2.8,1.4,3.6,2.8,2025-06
EMP-01997,3.7,4.5,4.1,3.8,3.2,2025-06
EMP-01998,4.1,3.4,4.5,3.7,4.1,2025-06
EMP-01999,3.3,3.0,3.5,3.3,3.5,2025-06
EMP-02000,2.5,3.8,3.1,3.2,3.4,2025-06
EMP-02001,4.1,3.6,2.8,3.3,3.7,2025-06
EMP-02002,2.1,3.2,2.4,2.9,3.3,2025-06
EMP-02003,3.4,2.5,3.4,2.4,2.4,2025-06
EMP-02004,3.7,2.8,2.8,4.2,3.1,2025-06
EMP-02005,3.2,3.4,3.3,4.2,4.0,2025-06
EMP-02006,4.2,3.6,5.0,4.7,4.7,2025-06
EMP-02007,4.7,4.0,4.1,4.2,3.2,2025-06
EMP-02008,1.6,2.0,2.5,2.6,2.9,2025-06
EMP-02009,4.3,2.9,3.8,3.5,3.7,2025-06
EMP-02010,3.3,4.7,3.3,3.7,3.9,2025-06
EMP-02011,3.7,4.9,3.6,5.0,4.1,2025-06
EMP-02012,4.2,2.3,3.2,2.4,3.5,2025-06
EMP-02013,2.5,2.7,2.0,2.1,1.8,2025-06
EMP-02014,4.3,3.7,2.1,3.3,3.8,2025-06
EMP-02015,3.9,4.0,4.8,4.3,3.7,2025-06
EMP-02016,3.5,2.9,3.8,4.8,2.6,2025-06
EMP-02017,1.0,2.0,2.7,2.6,2.0,2025-06
EMP-02018,5.0,5.0,4.9,5.0,5.0,2025-06
EMP-02019,3.5,3.6,3.8,3.5,3.4,2025-06
EMP-02020,3.5,3.4,2.8,3.6,3.9,2025-06
EMP-02021,3.2,3.6,2.8,3.5,2.6,2025-06
EMP-02022,4.4,5.0,4.6,4.7,4.5,2025-06
EMP-02023,3.3,4.8,4.2,4.5,4.3,2025-06
EMP-02024,3.9,4.6,2.7,3.5,5.0,2025-06
EMP-02025,2.3,2.4,2.8,2.1,2.2,2025-06
EMP-02026,4.8,3.6,4.1,4.2,5.0,2025-06
EMP-02027,3.9,3.9,3.7,4.3,4.5,2025-06
EMP-02028,4.0,4.2,3.4,5.0,4.4,2025-06
EMP-02029,3.1,3.0,4.7,4.7,2.6,2025-06
EMP-02030,2.8,3.1,3.2,3.4,4.1,2025-06
EMP-02031,2.9,2.5,3.3,4.3,3.3,2025-06
EMP-02032,5.0,5.0,4.4,5.0,4.6,2025-06
EMP-02033,2.5,3.9,2.0,2.5,2.4,2025-06
EMP-02034,1.6,3.7,2.8,2.4,2.5,2025-06
EMP-02035,3.6,3.2,2.3,3.6,2.5,2025-06
EMP-02036,2.8,2.8,3.7,3.4,2.6,2025-06
EMP-02037,5.0,4.5,5.0,4.2,4.1,2025-06
EMP-02038,2.1,3.0,1.7,2.0,2.2,2025-06
EMP-02039,2.6,3.7,2.6,2.7,3.3,2025-06
EMP-02040,2.6,3.5,2.1,3.5,3.4,2025-06
EMP-02041,3.8,5.0,3.5,4.7,4.4,2025-06
EMP-02042,3.5,4.1,4.4,5.0,4.1,2025-06
EMP-02043,5.0,4.5,5.0,4.6,4.5,2025-06
EMP-02044,3.6,3.6,3.2,2.7,3.3,2025-06
EMP-02045,2.6,4.2,2.8,2.2,2.9,2025-06
EMP-02046,2.5,4.6,3.3,4.7,4.4,2025-06
EMP-02047,2.5,1.9,1.5,1.9,3.2,2025-06
EMP-02048,2.4,2.5,2.7,2.1,1.2,2025-06
EMP-02049,4.9,4.7,4.5,3.9,4.4,2025-06
EMP-02050,3.0,3.4,2.5,3.5,3.5,2025-06
EMP-02051,4.9,3.9,4.6,4.1,4.2,2025-06
EMP-02052,2.9,1.9,4.0,2.2,2.3,2025-06
EMP-02053,4.9,3.6,4.4,5.0,5.0,2025-06
EMP-02054,3.6,3.6,3.6,4.8,2.5,2025-06
EMP-02055,3.3,3.3,3.7,3.8,2.7,2025-06
EMP-02056,4.7,4.4,4.2,4.8,4.3,2025-06
EMP-02057,4.7,4.2,4.2,2.9,4.4,2025-06
EMP-02058,2.6,2.7,2.4,2.5,3.7,2025-06
EMP-02059,3.2,2.0,2.8,2.9,3.3,2025-06
EMP-02060,2.4,3.9,2.7,4.1,4.0,2025-06
EMP-02061,3.7,2.0,2.3,2.2,1.9,2025-06
EMP-02062,2.5,2.6,2.3,2.5,2.1,2025-06
EMP-02063,3.9,4.2,3.4,2.8,4.0,2025-06
EMP-02064,3.8,4.2,4.3,4.6,3.9,2025-06
EMP-02065,4.4,4.9,4.3,5.0,4.3,2025-06
EMP-02066,4.8,4.5,3.9,3.2,4.6,2025-06
EMP-02067,4.3,4.2,4.1,3.9,5.0,2025-06
EMP-02068,5.0,4.2,4.7,5.0,4.5,2025-06
EMP-02069,4.0,2.7,4.0,4.3,3.5,2025-06
EMP-02070,1.0,1.3,1.5,1.0,1.9,2025-06
EMP-02071,4.2,3.8,4.3,4.6,4.2,2025-06
EMP-02072,2.2,2.0,2.6,3.0,3.2,2025-06
EMP-02073,2.9,2.0,1.9,2.4,2.1,2025-06
EMP-02074,3.1,1.2,3.1,3.3,2.9,2025-06
EMP-02075,5.0,5.0,4.7,4.7,5.0,2025-06
EMP-02076,3.6,3.9,3.7,3.6,3.4,2025-06
EMP-02077,2.8,3.2,2.6,2.1,2.7,2025-06
EMP-02078,3.6,3.3,3.0,2.9,2.6,2025-06
EMP-02079,4.3,3.7,3.6,3.2,4.0,2025-06
EMP-02080,3.2,4.4,3.8,4.4,3.3,2025-06
EMP-02081,4.1,3.8,4.7,3.5,3.8,2025-06
EMP-02082,1.9,3.4,2.6,2.5,2.2,2025-06
EMP-02083,3.3,3.4,3.5,3.9,4.4,2025-06
EMP-02084,2.0,2.8,3.9,2.3,3.2,2025-06
EMP-02085,3.9,4.1,3.8,4.9,4.3,2025-06
EMP-02086,2.6,4.7,4.6,3.9,3.5,2025-06
EMP-02087,2.0,2.3,1.5,3.1,3.7,2025-06
EMP-02088,3.5,4.8,3.8,3.4,4.5,2025-06
EMP-02089,3.9,2.9,2.7,4.7,3.2,2025-06
EMP-02090,3.0,3.1,2.2,1.9,3.6,2025-06
EMP-02091,3.1,4.0,4.4,4.6,3.8,2025-06
EMP-02092,5.0,3.4,4.2,4.1,4.1,2025-06
EMP-02093,4.2,4.1,4.1,4.9,3.2,2025-06
EMP-02094,3.2,4.3,5.0,3.9,4.5,2025-06
EMP-02095,3.5,3.0,3.9,3.3,2.8,2025-06
EMP-02096,1.9,1.3,1.9,2.4,1.8,2025-06
EMP-02097,3.1,4.1,2.5,3.6,2.8,2025-06
EMP-02098,3.9,3.7,4.3,3.9,3.8,2025-06
EMP-02099,3.0,3.6,3.1,3.6,3.4,2025-06
EMP-02100,1.0,1.7,1.2,2.4,1.0,2025-06
EMP-02101,4.9,4.9,4.5,3.1,4.0,2025-06
EMP-02102,2.7,1.2,2.4,3.4,2.4,2025-06
EMP-02103,4.4,3.9,4.8,4.3,4.7,2025-06
EMP-02104,4.6,3.9,4.7,5.0,4.5,2025-06
EMP-02105,3.3,4.8,3.5,2.5,3.5,2025-06
EMP-02106,3.3,3.9,4.3,4.5,2.9,2025-06
EMP-02107,2.9,4.0,3.9,2.8,3.4,2025-06
EMP-02108,3.7,3.5,4.9,4.8,4.1,2025-06
EMP-02109,3.1,3.3,3.0,3.2,3.7,2025-06
EMP-02110,3.5,3.6,2.2,3.8,2.8,2025-06
EMP-02111,2.9,2.9,2.4,2.2,3.6,2025-06
EMP-02112,3.4,5.0,5.0,4.3,4.6,2025-06
EMP-02113,4.8,3.3,4.6,3.8,4.1,2025-06
EMP-02114,4.5,4.0,3.8,3.7,3.9,2025-06
EMP-02115,4.5,4.1,3.6,3.7,3.3,2025-06
EMP-02116,4.2,4.7,4.3,5.0,3.6,2025-06
EMP-02117,1.7,2.9,2.8,2.3,2.1,2025-06
EMP-02118,2.7,2.7,3.9,3.6,3.9,2025-06
EMP-02119,4.9,3.3,4.3,4.9,4.7,2025-06
EMP-02120,3.6,4.8,5.0,4.8,5.0,2025-06
EMP-02121,4.1,4.1,5.0,5.0,4.8,2025-06
EMP-02122,3.5,3.3,3.7,4.2,3.4,2025-06
EMP-02123,2.0,2.8,2.7,3.4,2.9,2025-06
EMP-02124,2.6,1.8,2.1,2.3,1.7,2025-06
EMP-02125,3.0,2.7,2.4,3.0,3.1,2025-06
EMP-02126,2.9,2.6,2.9,3.8,2.9,2025-06
EMP-02127,1.0,1.0,1.4,1.0,1.0,2025-06
EMP-02128,3.0,2.3,3.8,3.1,3.7,2025-06
EMP-02129,5.0,4.8,3.6,3.6,3.3,2025-06
EMP-02130,2.6,3.7,3.7,4.2,3.5,2025-06
EMP-02131,3.9,3.3,2.7,2.2,3.7,2025-06
EMP-02132,2.4,1.9,2.1,1.8,2.3,2025-06
EMP-02133,4.2,3.8,5.0,4.9,3.9,2025-06
EMP-02134,4.0,3.6,3.8,3.8,3.7,2025-06
EMP-02135,3.6,2.0,4.9,2.4,2.8,2025-06
EMP-02136,1.0,1.0,1.0,1.0,1.5,2025-06
EMP-02137,2.0,2.6,2.7,2.6,3.5,2025-06
EMP-02138,4.3,4.1,3.6,4.8,2.7,2025-06
EMP-02139,2.7,3.0,3.5,3.9,3.7,2025-06
EMP-02140,2.9,4.1,3.5,4.2,3.3,2025-06
EMP-02141,3.7,3.8,4.5,3.3,3.9,2025-06
EMP-02142,3.7,3.6,1.9,3.5,2.9,2025-06
EMP-02143,3.7,4.0,3.4,5.0,3.6,2025-06
EMP-02144,2.2,3.0,3.7,3.2,3.8,2025-06
EMP-02145,2.9,3.0,1.5,2.0,2.1,2025-06
EMP-02146,3.6,3.2,3.6,4.3,3.8,2025-06
EMP-02147,3.5,5.0,4.4,3.3,3.5,2025-06
EMP-02148,4.1,3.4,3.9,3.4,5.0,2025-06
EMP-02149,3.5,3.4,3.0,2.4,3.8,2025-06
EMP-02150,3.1,2.8,3.4,3.1,3.1,2025-06
EMP-02151,3.9,4.5,4.1,4.0,4.2,2025-06
EMP-02152,3.6,3.1,3.3,3.2,3.9,2025-06
EMP-02153,4.3,4.2,4.0,3.8,3.7,2025-06
EMP-02154,4.1,3.7,5.0,4.5,4.9,2025-06
EMP-02155,3.3,3.1,3.2,2.3,1.7,2025-06
EMP-02156,4.5,4.9,5.0,4.4,4.8,2025-06
EMP-02157,1.3,2.1,3.3,3.1,2.0,2025-06
EMP-02158,3.2,3.3,3.7,3.3,3.9,2025-06
EMP-02159,2.1,2.3,1.7,2.2,2.2,2025-06
EMP-02160,3.3,3.5,3.6,3.4,4.1,2025-06
EMP-02161,3.7,3.4,5.0,4.5,4.4,2025-06
EMP-02162,4.0,2.9,2.9,4.9,2.9,2025-06
EMP-02163,3.8,4.8,3.0,5.0,5.0,2025-06
EMP-02164,1.6,2.8,3.3,2.9,2.8,2025-06
EMP-02165,1.4,1.1,1.3,1.9,1.9,2025-06
EMP-02166,5.0,4.0,5.0,4.6,3.2,2025-06
EMP-02167,2.8,3.7,3.6,4.2,3.9,2025-06
EMP-02168,2.5,3.4,3.7,3.4,2.0,2025-06
EMP-02169,2.8,3.2,2.7,3.7,4.2,2025-06
EMP-02170,4.7,4.5,4.2,4.1,4.2,2025-06
EMP-02171,2.5,2.7,2.9,2.4,2.6,2025-06
EMP-02172,3.1,3.6,4.5,4.4,4.0,2025-06
EMP-02173,4.7,5.0,4.6,4.6,3.7,2025-06
EMP-02174,5.0,4.6,4.7,5.0,4.9,2025-06
EMP-02175,5.0,4.5,5.0,3.9,5.0,2025-06
EMP-02176,2.9,2.5,3.1,3.1,3.8,2025-06
EMP-02177,3.3,4.7,3.1,3.4,3.6,2025-06
EMP-02178,3.7,4.3,3.0,3.3,3.2,2025-06
